"Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"-1","BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Tcf7",1
"-1","BP","GO:0015800","acidic amino acid transport","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Kcnj10",1
"-1","BP","GO:0016444","somatic cell DNA recombination","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Tcf7",1
"-1","BP","GO:0032370","positive regulation of lipid transport","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Nkx3-1",1
"-1","BP","GO:0032623","interleukin-2 production","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Hdac7",1
"-1","BP","GO:0042440","pigment metabolic process","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Ppox",1
"-1","BP","GO:0043462","regulation of ATPase activity","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Atp1b2",1
"-1","BP","GO:0060395","SMAD protein signal transduction","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Smad9",1
"-1","BP","GO:1902305","regulation of sodium ion transmembrane transport","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Atp1b2",1
"-1","BP","GO:1903793","positive regulation of anion transport","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Abcb1a",1
"-1","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","1/221","55/14187",0.579021825269067,0.945804803411835,0.945804803411835,"Tnfsf10",1
"1","BP","GO:0042133","neurotransmitter metabolic process","5/578","125/14187",0.580356015698376,0.746482812091074,0.659489809572137,"Gla/Ptgs2/Hsp90aa1/Dynll1/Hrh1",5
"1","CC","GO:0000242","pericentriolar material","1/585","21/14437",0.580744270824726,0.804107451911159,0.711627257636776,"Dyrk3",1
"1","CC","GO:0005858","axonemal dynein complex","1/585","21/14437",0.580744270824726,0.804107451911159,0.711627257636776,"Dnah5",1
"1","CC","GO:0030673","axolemma","1/585","21/14437",0.580744270824726,0.804107451911159,0.711627257636776,"Adora1",1
"1","CC","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","1/585","21/14437",0.580744270824726,0.804107451911159,0.711627257636776,"Atp6v0c",1
"1","CC","GO:0033643","host cell part","1/585","21/14437",0.580744270824726,0.804107451911159,0.711627257636776,"Fmr1",1
"1","CC","GO:0043073","germ cell nucleus","1/585","21/14437",0.580744270824726,0.804107451911159,0.711627257636776,"Ran",1
"-1","BP","GO:0042330","taxis","7/221","461/14187",0.581101098483137,0.945804803411835,0.945804803411835,"Sema6c/Shh/Edn3/Sema3g/Adam8/Mtus1/Ccdc141",7
"-1","BP","GO:0034329","cell junction assembly","3/221","193/14187",0.581558013668167,0.945804803411835,0.945804803411835,"Ocln/Tek/Hdac7",3
"-1","BP","GO:0043406","positive regulation of MAP kinase activity","3/221","193/14187",0.581558013668167,0.945804803411835,0.945804803411835,"Edn3/Adam8/Tab1",3
"-1","CC","GO:0001750","photoreceptor outer segment","1/227","55/14437",0.582432925576655,0.999653294311125,0.999653294311125,"Nupl2",1
"1","CC","GO:0031225","anchored component of membrane","5/585","126/14437",0.582593836398286,0.804605298350574,0.712067846883354,"Plaur/Omg/Cd14/Nrn1/Ncam2",5
"-1","BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","2/221","125/14187",0.582735994514629,0.945804803411835,0.945804803411835,"Nme4/Foxk1",2
"-1","BP","GO:0046631","alpha-beta T cell activation","2/221","125/14187",0.582735994514629,0.945804803411835,0.945804803411835,"Shh/Tcf7",2
"-1","BP","GO:1903900","regulation of viral life cycle","2/221","125/14187",0.582735994514629,0.945804803411835,0.945804803411835,"Trim25/Oasl1",2
"1","BP","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Abt1",1
"1","BP","GO:0000469","cleavage involved in rRNA processing","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Abt1",1
"1","BP","GO:0000470","maturation of LSU-rRNA","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Gtpbp4",1
"1","BP","GO:0002438","acute inflammatory response to antigenic stimulus","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Adcyap1",1
"1","BP","GO:0002693","positive regulation of cellular extravasation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Pawr",1
"1","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Bdnf",1
"1","BP","GO:0006907","pinocytosis","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Mapkapk2",1
"1","BP","GO:0007063","regulation of sister chromatid cohesion","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Recql4",1
"1","BP","GO:0007620","copulation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Vgf",1
"1","BP","GO:0010893","positive regulation of steroid biosynthetic process","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Fdps",1
"1","BP","GO:0010954","positive regulation of protein processing","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Bag2",1
"1","BP","GO:0015985","energy coupled proton transport, down electrochemical gradient","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Atp5d",1
"1","BP","GO:0015986","ATP synthesis coupled proton transport","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Atp5d",1
"1","BP","GO:0018149","peptide cross-linking","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Thbs1",1
"1","BP","GO:0018196","peptidyl-asparagine modification","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Rpn1",1
"1","BP","GO:0022010","central nervous system myelination","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Omg",1
"1","BP","GO:0031061","negative regulation of histone methylation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Jarid2",1
"1","BP","GO:0032291","axon ensheathment in central nervous system","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Omg",1
"1","BP","GO:0032366","intracellular sterol transport","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Ldlr",1
"1","BP","GO:0032367","intracellular cholesterol transport","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Ldlr",1
"1","BP","GO:0032373","positive regulation of sterol transport","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Acat2",1
"1","BP","GO:0032376","positive regulation of cholesterol transport","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Acat2",1
"1","BP","GO:0032897","negative regulation of viral transcription","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Jun",1
"1","BP","GO:0033005","positive regulation of mast cell activation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Nr4a3",1
"1","BP","GO:0035929","steroid hormone secretion","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Inhba",1
"1","BP","GO:0035987","endodermal cell differentiation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Inhba",1
"1","BP","GO:0036303","lymph vessel morphogenesis","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Epha2",1
"1","BP","GO:0042745","circadian sleep/wake cycle","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Adora1",1
"1","BP","GO:0043032","positive regulation of macrophage activation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Thbs1",1
"1","BP","GO:0044346","fibroblast apoptotic process","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Stk17b",1
"1","BP","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Myocd",1
"1","BP","GO:0050820","positive regulation of coagulation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Thbs1",1
"1","BP","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Pawr",1
"1","BP","GO:0051220","cytoplasmic sequestering of protein","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Flna",1
"1","BP","GO:0060438","trachea development","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Srf",1
"1","BP","GO:0070242","thymocyte apoptotic process","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Nfkbid",1
"1","BP","GO:0071880","adenylate cyclase-activating adrenergic receptor signaling pathway","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Adrb1",1
"1","BP","GO:0090382","phagosome maturation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Coro1a",1
"1","BP","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Grasp",1
"1","BP","GO:0140058","neuron projection arborization","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Nrp1",1
"1","BP","GO:1900078","positive regulation of cellular response to insulin stimulus","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Osbpl8",1
"1","BP","GO:1901673","regulation of mitotic spindle assembly","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Hspa1a",1
"1","BP","GO:1903540","establishment of protein localization to postsynaptic membrane","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Grasp",1
"1","BP","GO:2000737","negative regulation of stem cell differentiation","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Lbh",1
"1","BP","GO:2001224","positive regulation of neuron migration","1/578","21/14187",0.582770266398293,0.746482812091074,0.659489809572137,"Flna",1
"1","BP","GO:0051047","positive regulation of secretion","16/578","404/14187",0.583045590760655,0.746623191124716,0.659613829228939,"Adcyap1/Syt4/Cckbr/Arid5a/Pard6a/Sdcbp/Ptbp1/Adrb1/Dynll1/Cd14/Golph3/Arf6/Adora1/Lif/Snca/Akap12",16
"-1","MF","GO:0005085","guanyl-nucleotide exchange factor activity","3/222","191/14068",0.583289221371321,0.87032642649877,0.868863314699405,"St5/Arhgef1/Fgd5",3
"-1","MF","GO:0042054","histone methyltransferase activity","1/222","55/14068",0.583781607946349,0.87032642649877,0.868863314699405,"Mecom",1
"1","MF","GO:0001091","RNA polymerase II basal transcription factor binding","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Taf7",1
"1","MF","GO:0001223","transcription coactivator binding","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Nr4a3",1
"1","MF","GO:0030552","cAMP binding","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Prkar2a",1
"1","MF","GO:0034237","protein kinase A regulatory subunit binding","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Prkacb",1
"1","MF","GO:0035586","purinergic receptor activity","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Adora1",1
"1","MF","GO:0043138","3'-5' DNA helicase activity","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Recql4",1
"1","MF","GO:0046965","retinoid X receptor binding","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Arid5a",1
"1","MF","GO:0090079","translation regulator activity, nucleic acid binding","1/575","21/14068",0.58397173979362,0.830966265809399,0.768940858381685,"Cpeb4",1
"-1","BP","GO:0040029","regulation of gene expression, epigenetic","3/221","194/14187",0.585073292033153,0.945804803411835,0.945804803411835,"Atf7ip/Dnmt3b/Tert",3
"1","MF","GO:0016746","transferase activity, transferring acyl groups","9/575","227/14068",0.585104269666646,0.830966265809399,0.768940858381685,"Hmgcs1/Gtf2b/Acat2/Sat1/Agpat4/Taf1/Elovl5/Elovl4/Taf10",9
"1","BP","GO:0002444","myeloid leukocyte mediated immunity","3/578","74/14187",0.585424334028852,0.748605343400505,0.661364987066373,"Wdr1/Nr4a3/Cxcl1",3
"1","BP","GO:0032602","chemokine production","3/578","74/14187",0.585424334028852,0.748605343400505,0.661364987066373,"Adcyap1/Egr1/Epha2",3
"1","BP","GO:0043242","negative regulation of protein complex disassembly","3/578","74/14187",0.585424334028852,0.748605343400505,0.661364987066373,"Tpm1/Cfl1/Per2",3
"1","BP","GO:1902117","positive regulation of organelle assembly","3/578","74/14187",0.585424334028852,0.748605343400505,0.661364987066373,"Sdcbp/Pqbp1/Dynll1",3
"1","BP","GO:1905897","regulation of response to endoplasmic reticulum stress","3/578","74/14187",0.585424334028852,0.748605343400505,0.661364987066373,"Ppp1r15b/Ppp1r15a/Rnft1",3
"-1","BP","GO:0001756","somitogenesis","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Nkx3-1",1
"-1","BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Clec2d",1
"-1","BP","GO:0006487","protein N-linked glycosylation","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Alg6",1
"-1","BP","GO:0009247","glycolipid biosynthetic process","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Pigb",1
"-1","BP","GO:0010676","positive regulation of cellular carbohydrate metabolic process","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Pth1r",1
"-1","BP","GO:0032729","positive regulation of interferon-gamma production","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Il1r1",1
"-1","BP","GO:0045471","response to ethanol","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0046324","regulation of glucose import","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Tert",1
"-1","BP","GO:0060675","ureteric bud morphogenesis","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0086003","cardiac muscle cell contraction","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Rnf207",1
"-1","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","1/221","56/14187",0.585605194687093,0.945804803411835,0.945804803411835,"Kank2",1
"1","BP","GO:0016458","gene silencing","7/578","177/14187",0.585992816463266,0.749119647606985,0.661819355710499,"Smarca5/Ppm1d/H3c1/Rbm3/Morf4l2/Fmr1/Dnd1",7
"-1","CC","GO:0031253","cell projection membrane","4/227","260/14437",0.58707549366185,0.999653294311125,0.999653294311125,"Abcb1a/Podxl/Slc9a3/Pth1r",4
"-1","BP","GO:0007034","vacuolar transport","2/221","126/14187",0.58708496219201,0.945804803411835,0.945804803411835,"Dtx3l/Atg14",2
"-1","BP","GO:0045216","cell-cell junction organization","2/221","126/14187",0.58708496219201,0.945804803411835,0.945804803411835,"Ocln/Hdac7",2
"-1","BP","GO:0045834","positive regulation of lipid metabolic process","2/221","126/14187",0.58708496219201,0.945804803411835,0.945804803411835,"Tek/Atg14",2
"-1","BP","GO:0046928","regulation of neurotransmitter secretion","2/221","126/14187",0.58708496219201,0.945804803411835,0.945804803411835,"Edn3/Fbxl20",2
"-1","BP","GO:0051250","negative regulation of lymphocyte activation","2/221","126/14187",0.58708496219201,0.945804803411835,0.945804803411835,"Shh/Tmem131l",2
"1","BP","GO:0007034","vacuolar transport","5/578","126/14187",0.587479065938041,0.749913042448481,0.662520290553819,"Hspa8/Ndfip1/Hspa1a/Gosr2/Ncoa4",5
"1","MF","GO:0031490","chromatin DNA binding","3/575","74/14068",0.587641972490682,0.831700816660106,0.769620580513507,"Per1/Srf/Kdm6b",3
"1","BP","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","2/578","48/14187",0.587778679885813,0.749913042448481,0.662520290553819,"Tfrc/Ndfip1",2
"1","BP","GO:0006584","catecholamine metabolic process","2/578","48/14187",0.587778679885813,0.749913042448481,0.662520290553819,"Nr4a2/Snca",2
"1","BP","GO:0009712","catechol-containing compound metabolic process","2/578","48/14187",0.587778679885813,0.749913042448481,0.662520290553819,"Nr4a2/Snca",2
"1","BP","GO:0032481","positive regulation of type I interferon production","2/578","48/14187",0.587778679885813,0.749913042448481,0.662520290553819,"Pqbp1/Cd14",2
"1","BP","GO:0060443","mammary gland morphogenesis","2/578","48/14187",0.587778679885813,0.749913042448481,0.662520290553819,"Fgfr2/Epha2",2
"1","BP","GO:0070265","necrotic cell death","2/578","48/14187",0.587778679885813,0.749913042448481,0.662520290553819,"Peli1/Map3k5",2
"1","MF","GO:0019955","cytokine binding","4/575","100/14068",0.588464168269982,0.831700816660106,0.769620580513507,"Thbs1/Hax1/Lrrc32/Il1r2",4
"-1","BP","GO:0009152","purine ribonucleotide biosynthetic process","3/221","195/14187",0.588569852120736,0.945804803411835,0.945804803411835,"Acacb/Nme4/Foxk1",3
"-1","BP","GO:0032984","protein-containing complex disassembly","3/221","195/14187",0.588569852120736,0.945804803411835,0.945804803411835,"Nckap5l/Fyco1/Atg14",3
"-1","BP","GO:0033157","regulation of intracellular protein transport","3/221","195/14187",0.588569852120736,0.945804803411835,0.945804803411835,"Cep131/Shh/Tek",3
"-1","BP","GO:0007159","leukocyte cell-cell adhesion","4/221","263/14187",0.58881752534093,0.945804803411835,0.945804803411835,"Shh/Tmem131l/Tnip1/Adam8",4
"1","BP","GO:0030534","adult behavior","6/578","152/14187",0.589598696381392,0.751885987297207,0.664263313971784,"Nr4a2/Nr4a3/Cstb/Uchl1/Homer1/Snca",6
"1","BP","GO:0021700","developmental maturation","10/578","254/14187",0.589658866397566,0.751885987297207,0.664263313971784,"Nppc/Syt4/Ptgs2/Nr4a2/Nefl/Picalm/Fem1b/Abhd2/Barx2/Cdkn1c",10
"-1","BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","2/221","127/14187",0.591400444581245,0.945804803411835,0.945804803411835,"Nme4/Foxk1",2
"-1","BP","GO:0030177","positive regulation of Wnt signaling pathway","2/221","127/14187",0.591400444581245,0.945804803411835,0.945804803411835,"Shh/Tert",2
"-1","BP","GO:0031023","microtubule organizing center organization","2/221","127/14187",0.591400444581245,0.945804803411835,0.945804803411835,"Cep131/Brca2",2
"-1","BP","GO:0046887","positive regulation of hormone secretion","2/221","127/14187",0.591400444581245,0.945804803411835,0.945804803411835,"Nkx3-1/Edn3",2
"1","BP","GO:1903532","positive regulation of secretion by cell","15/578","381/14187",0.591949589722312,0.754204813208699,0.666311910448529,"Adcyap1/Syt4/Cckbr/Arid5a/Pard6a/Sdcbp/Ptbp1/Adrb1/Dynll1/Cd14/Golph3/Arf6/Lif/Snca/Akap12",15
"1","BP","GO:0007160","cell-matrix adhesion","7/578","178/14187",0.591979626971356,0.754204813208699,0.666311910448529,"Srf/Cfl1/Thbs1/Zyx/Nrp1/Lims1/Coro1c",7
"1","BP","GO:0050920","regulation of chemotaxis","7/578","178/14187",0.591979626971356,0.754204813208699,0.666311910448529,"Dusp1/Scg2/Fezf2/Thbs1/Smoc2/Akirin1/Nrp1",7
"-1","BP","GO:0031345","negative regulation of cell projection organization","3/221","196/14187",0.592047603891565,0.945804803411835,0.945804803411835,"Sema6c/Bcl11a/Sema3g",3
"-1","BP","GO:0002709","regulation of T cell mediated immunity","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Il1r1",1
"-1","BP","GO:0006367","transcription initiation from RNA polymerase II promoter","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Atf7ip",1
"-1","BP","GO:0019319","hexose biosynthetic process","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Foxk1",1
"-1","BP","GO:0030101","natural killer cell activation","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Flt3l",1
"-1","BP","GO:0033559","unsaturated fatty acid metabolic process","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Akr1c14",1
"-1","BP","GO:0042278","purine nucleoside metabolic process","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Nme4",1
"-1","BP","GO:0051893","regulation of focal adhesion assembly","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Tek",1
"-1","BP","GO:0072171","mesonephric tubule morphogenesis","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Shh",1
"-1","BP","GO:0090109","regulation of cell-substrate junction assembly","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Tek",1
"-1","BP","GO:0097194","execution phase of apoptosis","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Dffb",1
"-1","BP","GO:1903036","positive regulation of response to wounding","1/221","57/14187",0.592086070207166,0.945804803411835,0.945804803411835,"Rreb1",1
"-1","CC","GO:0031225","anchored component of membrane","2/227","126/14437",0.592160301571701,0.999653294311125,0.999653294311125,"Cd59a/Art3",2
"1","MF","GO:0008514","organic anion transmembrane transporter activity","6/575","152/14068",0.592774981998479,0.831700816660106,0.769620580513507,"Slc25a25/Slc2a3/Slc3a2/Slc16a1/Slc2a1/Atp8b1",6
"-1","BP","GO:0051961","negative regulation of nervous system development","5/221","332/14187",0.593006908774346,0.946663034188283,0.946663034188283,"Sema6c/Bcl11a/Shh/Sema3g/Tert",5
"1","BP","GO:0046887","positive regulation of hormone secretion","5/578","127/14187",0.594535870193568,0.756035857056345,0.667929569608048,"Adcyap1/Cckbr/Ptbp1/Dynll1/Lif",5
"1","BP","GO:0032652","regulation of interleukin-1 production","3/578","75/14187",0.594589328383498,0.756035857056345,0.667929569608048,"Errfi1/Egr1/Il1r2",3
"1","BP","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","3/578","75/14187",0.594589328383498,0.756035857056345,0.667929569608048,"Hmgcr/Pim3/Dynll1",3
"1","BP","GO:1901653","cellular response to peptide","10/578","255/14187",0.594668765457511,0.756035857056345,0.667929569608048,"Nr4a1/Eprs/Sik2/Sgk1/Nr4a2/Nr4a3/Ndel1/Cfl1/Osbpl8/Rangap1",10
"-1","BP","GO:0030111","regulation of Wnt signaling pathway","4/221","265/14187",0.594815282314521,0.947411281364799,0.947411281364799,"Shh/Tmem131l/Invs/Tert",4
"-1","BP","GO:0001935","endothelial cell proliferation","2/221","128/14187",0.595682424955702,0.947411281364799,0.947411281364799,"Xdh/Tek",2
"-1","BP","GO:0007050","cell cycle arrest","2/221","128/14187",0.595682424955702,0.947411281364799,0.947411281364799,"Nkx3-1/Neurod1",2
"-1","BP","GO:0045017","glycerolipid biosynthetic process","2/221","128/14187",0.595682424955702,0.947411281364799,0.947411281364799,"Pik3c2b/Pigb",2
"1","CC","GO:0046658","anchored component of plasma membrane","2/585","49/14437",0.596065984472743,0.815124042393879,0.721376832839807,"Cd14/Nrn1",2
"1","MF","GO:0016410","N-acyltransferase activity","4/575","101/14068",0.596370054124843,0.831700816660106,0.769620580513507,"Gtf2b/Sat1/Taf1/Taf10",4
"1","CC","GO:0030176","integral component of endoplasmic reticulum membrane","5/585","128/14437",0.596653721783311,0.815124042393879,0.721376832839807,"Insig1/Hspa5/Saraf/Elovl5/Elovl4",5
"1","MF","GO:0003777","microtubule motor activity","3/575","75/14068",0.596805222812493,0.831700816660106,0.769620580513507,"Kif18a/Dynll1/Dnah5",3
"-1","MF","GO:0000049","tRNA binding","1/222","57/14068",0.596865430654631,0.883360837368854,0.881875813330861,"Tert",1
"-1","MF","GO:0004497","monooxygenase activity","1/222","57/14068",0.596865430654631,0.883360837368854,0.881875813330861,"Akr1c14",1
"1","CC","GO:0001891","phagocytic cup","1/585","22/14437",0.597757631088845,0.815124042393879,0.721376832839807,"Coro1a",1
"1","CC","GO:0032994","protein-lipid complex","1/585","22/14437",0.597757631088845,0.815124042393879,0.721376832839807,"Ldlr",1
"1","CC","GO:0035371","microtubule plus-end","1/585","22/14437",0.597757631088845,0.815124042393879,0.721376832839807,"Mapre1",1
"-1","BP","GO:0001541","ovarian follicle development","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Spo11",1
"-1","BP","GO:0001708","cell fate specification","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Shh",1
"-1","BP","GO:0001836","release of cytochrome c from mitochondria","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Tnfsf10",1
"-1","BP","GO:0014911","positive regulation of smooth muscle cell migration","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Tert",1
"-1","BP","GO:0031060","regulation of histone methylation","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Dnmt3b",1
"-1","BP","GO:0044380","protein localization to cytoskeleton","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Cep131",1
"-1","BP","GO:0045600","positive regulation of fat cell differentiation","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Mecom",1
"-1","BP","GO:0045843","negative regulation of striated muscle tissue development","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Hdac7",1
"-1","BP","GO:0046605","regulation of centrosome cycle","1/221","58/14187",0.5984660403759,0.947411281364799,0.947411281364799,"Cep131",1
"-1","BP","GO:0050770","regulation of axonogenesis","3/221","198/14187",0.598946344381593,0.947563832008827,0.947563832008827,"Sema6c/Bcl11a/Sema3g",3
"1","BP","GO:0030199","collagen fibril organization","2/578","49/14187",0.599077770812423,0.756035857056345,0.667929569608048,"P4ha1/Mia3",2
"1","BP","GO:0030858","positive regulation of epithelial cell differentiation","2/578","49/14187",0.599077770812423,0.756035857056345,0.667929569608048,"Sult2b1/Lif",2
"1","BP","GO:0051496","positive regulation of stress fiber assembly","2/578","49/14187",0.599077770812423,0.756035857056345,0.667929569608048,"Tpm1/Nrp1",2
"1","BP","GO:0016032","viral process","10/578","256/14187",0.599650230078488,0.756035857056345,0.667929569608048,"Ddx3x/Hspa8/Jun/Gtf2b/Ptbp1/Etf1/Cfl1/Fmr1/Myc/Pde12",10
"-1","BP","GO:0016569","covalent chromatin modification","6/221","402/14187",0.599753016731025,0.947906177555209,0.947906177555209,"Atf7ip/Dnmt3b/Brca2/Hdac7/Tert/Dtx3l",6
"1","BP","GO:0001516","prostaglandin biosynthetic process","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Ptgs2",1
"1","BP","GO:0002068","glandular epithelial cell development","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Rheb",1
"1","BP","GO:0002089","lens morphogenesis in camera-type eye","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Epha2",1
"1","BP","GO:0002825","regulation of T-helper 1 type immune response","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Arid5a",1
"1","BP","GO:0003181","atrioventricular valve morphogenesis","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Ccn1",1
"1","BP","GO:0003338","metanephros morphogenesis","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Lif",1
"1","BP","GO:0006353","DNA-templated transcription, termination","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Per2",1
"1","BP","GO:0010458","exit from mitosis","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Cdkn1c",1
"1","BP","GO:0010829","negative regulation of glucose transmembrane transport","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Myc",1
"1","BP","GO:0021544","subpallium development","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Inhba",1
"1","BP","GO:0022616","DNA strand elongation","1/578","22/14187",0.599794040648031,0.756035857056345,0.667929569608048,"Pcna",1
