"","OR_cno","Pval_cno","NumSig_cno","adjPval_cno","OR_saline","Pval_saline","NumSig_saline","adjPval_saline","setSize","ID"
"Torticollis",8.77599401190412,0.000205514079534605,6,0.000413742495968724,0,1,0,NA,24,"MESH:D014103"
"Dyskinesias",3.56336812448298,0.000212309548966377,13,0.000426618246228107,0.616776468171663,1,1,1,119,"MESH:D020820"
"Metabolic Diseases",3.76766976987775,0.000231288750533705,12,0.000463881760938841,1.4297838825267,0.653690159548171,2,0.918556408205986,106,"MESH:D008659"
"Cerebellar Ataxia",4.43501063115618,0.000238021590071651,10,0.000476489749730679,1.99578070911032,0.272617877707057,2,0.642321894198678,71,"MESH:D002524"
"Intracranial Thrombosis",11.6831784994862,0.000251999401520251,5,0.000503526894048891,4.34279992602689,0.21776241587599,1,0.618707498348413,22,"MESH:D020767"
"Leukoencephalopathies",2.61890341002775,0.000253040597285293,20,0.000504662275333472,1.88824682948746,0.145882576445802,6,0.533679070176013,242,"MESH:D056784"
"Infant, Newborn, Diseases",3.00043681152759,0.000256263407835768,16,0.000510136298807397,0.864643130231947,1,2,1,181,"MESH:D007232"
"Cholangitis",3.98155825872271,0.000272462558206672,11,0.000541373462954412,1.64363618891467,0.35038117187792,2,0.719436795228979,111,"MESH:D002761"
"Tics",18.6652581739642,0.000308165398200589,4,0.000611175613159905,0,1,0,NA,11,"MESH:D020323"
"Acne Vulgaris",4.2731489464729,0.000309599107514731,10,0.000612879865896509,0.946767969670469,1,1,1,95,"MESH:D000152"
"Deglutition Disorders",5.36150845683702,0.000326805616333914,8,0.000644550078795353,2.97341954433798,0.154052568170988,2,0.537558961508045,52,"MESH:D003680"
"Heart Septal Defects, Atrial",5.36150845683702,0.000326805616333914,8,0.000644550078795353,1.44492920991017,0.505770968396017,1,0.818537359811166,49,"MESH:D006344"
"Cholelithiasis",3.36634048452108,0.000347814208918549,13,0.000684719116081351,1.81076551650157,0.238628731766155,3,0.635895206351055,137,"MESH:D002769"
"Fatty Liver, Alcoholic",1.74745965700394,0.000365127603045258,55,0.000717479102116557,0.740529988595125,0.473351047828766,10,0.800534389681778,934,"MESH:D005235"
"Stupor",3.80530944461374,0.000384472819556407,11,0.000752720180672819,1.57924858691021,0.367982786435137,2,0.719436795228979,99,"MESH:D053608"
"Urinary Incontinence",3.80530944461374,0.000384472819556407,11,0.000752720180672819,1.57924858691021,0.367982786435137,2,0.719436795228979,107,"MESH:D014549"
"Pituitary Neoplasms",3.53130421958584,0.000392323307353806,12,0.000766683093308629,1.34989041466749,0.662614081640593,2,0.918556408205986,107,"MESH:D010911"
"Motor Neuron Disease",3.14421894625625,0.000393636801761004,14,0.000767843633416804,1.03636524959853,0.719851888366193,2,0.958347289097861,139,"MESH:D016472"
"Cadmium Poisoning",6.07284135573184,0.000403439991246202,7,0.000785530055948354,0,1,0,NA,40,"MESH:D002105"
"Anemia, Macrocytic",2.66093493145308,0.000417577402366821,18,0.000811575752869578,0.685974287283518,1,2,1,199,"MESH:D000748"
"Cholecystitis",4.0513549035229,0.000450041495589323,10,0.000873080501443287,0.904179971876419,1,1,1,76,"MESH:D002764"
"Osteoarthritis",3.25818199630107,0.000460081526035377,13,0.000890938272740013,0.56989516899719,1,1,1,141,"MESH:D010003"
"Amyotrophic lateral sclerosis 1",5.85585362612625,0.000486556241832921,7,0.000940499112383563,0,1,0,NA,47,"MESH:C531617"
"Pseudotumor Cerebri",2.92505881147794,0.000497928485300295,15,0.000960740856809069,0.903754063077573,1,2,1,180,"MESH:D011559"
"Death, Sudden",3.98246274421036,0.000507225259394342,10,0.000976912187317262,1.8161880998174,0.308728576233885,2,0.69192014239952,82,"MESH:D003645"
"Gastrointestinal Neoplasms",3.1567267462134,0.000601668037571861,13,0.00115672035331383,1.70856236528988,0.264769950087728,3,0.640947546506221,120,"MESH:D005770"
"Medulloblastoma",2.6248847360737,0.000679628020225801,17,0.00130425017550527,1.46861242884891,0.359105840302462,4,0.719436795228979,196,"MESH:D008527"
"Pancreatic Diseases",2.7172180721913,0.000685501217075814,16,0.00131315942301597,0.390891923324002,0.524189290433854,1,0.832221372037485,185,"MESH:D010182"
"Arsenic Poisoning",2.91990761123007,0.000762482227237975,14,0.00145800812986186,0.969459885940246,1,2,1,149,"MESH:D020261"
"Vertigo",2.89408219612981,0.000824462826506267,14,0.00157370632537064,1.46060050688957,0.466498944657588,3,0.795452839653248,168,"MESH:D014717"
"Metabolic Syndrome X",3.00088899638372,0.000918954102589932,13,0.0017509357633276,1.63168947298846,0.437923679393775,3,0.791259039694317,150,"MESH:D024821"
"Infarction, Middle Cerebral Artery",3.13664183376898,0.00100526794511169,12,0.00191198020933007,0.598325696641461,1,1,1,123,"MESH:D020244"
"Miosis",6.10163594602486,0.00102273785985541,6,0.0019417460791205,0,1,0,NA,31,"MESH:D015877"
"Scleroderma, Localized",4.36106505024014,0.00107383108769451,8,0.00203512925500896,2.48663524471792,0.200591904320067,2,0.596496308502395,58,"MESH:D012594"
"Self Mutilation",23.2926198524018,0.00127917459214185,3,0.00241999874080737,0,1,0,NA,6,"MESH:D012652"
"Shock, Cardiogenic",3.03479678378584,0.00129847470818417,12,0.0024521637409425,0.580939348964175,1,1,1,129,"MESH:D012770"
"Facial Pain",3.76990658454767,0.00133788437920544,9,0.00252212479260107,0,0.628999871309033,0,NA,69,"MESH:D005157"
"Schizophrenia",2.33910283968879,0.00134195343827149,19,0.00252533389530103,0.872475083988981,1,3,1,260,"MESH:D012559"
"Carcinoma, Endometrioid",2.97047363682467,0.00153073626297749,12,0.00287268570975686,2.37770013956047,0.0964194065972173,4,0.447971063235386,123,"MESH:D018269"
"Akinetic Mutism",10.369005416831,0.00153191955843641,4,0.00287268570975686,5.06696469340515,0.191710648124913,1,0.582884948526848,16,"MESH:D000405"
"Agricultural Workers' Diseases",2.93931706797354,0.00165910991064082,12,0.00310573732395396,1.74135986445458,0.256011932004722,3,0.637659384913538,144,"MESH:D000382"
"Hyperhomocysteinemia",2.56137290737482,0.00168036717154259,15,0.0031400206165253,1.21497934266699,0.740134790001792,3,0.960929070880649,182,"MESH:D020138"
"Paraquat lung",Inf,0.00170533523577502,2,0.00318110611288803,0,1,0,NA,2,"MESH:C537171"
"Eczema",6.87068302401654,0.00173820879188368,5,0.00323113028038308,0,1,0,NA,35,"MESH:D004485"
"Pituitary Diseases",6.87068302401654,0.00173820879188368,5,0.00323113028038308,2.89401154040038,0.302532662026467,1,0.685906652409365,28,"MESH:D010900"
"Bronchial Spasm",3.57784258709748,0.0018486819892175,9,0.00343051075216535,0.904179971876419,1,1,1,85,"MESH:D001986"
"Lymphoma, T-Cell",3.04017844139991,0.0019963090040174,11,0.0036980237973725,1.96775397714488,0.204566662653258,3,0.596496308502395,106,"MESH:D016399"
"Asthenia",2.70659050339462,0.00212709367579545,13,0.00393346438834271,2.00471135165592,0.148856831166537,4,0.533679070176013,155,"MESH:D001247"
"Athetosis",17.469990280621,0.00216994217270343,3,0.00400575830151308,0,1,0,NA,10,"MESH:D001264"
"Akathisia, Drug-Induced",3.82580757721008,0.00224386953151349,8,0.00413507563061294,1.08263097817146,0.607290348655651,1,0.885765640808154,67,"MESH:D017109"
"Dermatitis, Irritant",4.31209452053179,0.00229801495153997,7,0.00422755509188474,1.3790625576877,0.521734334391509,1,0.832221372037485,60,"MESH:D017453"
"Nystagmus, Pathologic",3.17163272911396,0.0023703111379004,10,0.00435304988664325,0.729036150259065,1,1,1,103,"MESH:D009759"
"Gait Disorders, Neurologic",3.04740184693038,0.00307660601425945,10,0.00564044435947565,0.703451542925682,1,1,1,109,"MESH:D020233"
"Anemia, Iron-Deficiency",3.6039753147609,0.00311868352390503,8,0.00569800568494292,1.02738051958272,0.626181707549739,1,0.900985442643987,79,"MESH:D018798"
"Ear Diseases",3.6039753147609,0.00311868352390503,8,0.00569800568494292,2.09945712492388,0.254519166986737,2,0.637659384913538,62,"MESH:D004427"
"Bronchitis, Chronic",5.83892025515571,0.00316582658530955,5,0.00576439755379742,0,1,0,NA,40,"MESH:D029481"
"Chloracne",5.83892025515571,0.00316582658530955,5,0.00576439755379742,0,1,0,NA,33,"MESH:D054506"
"Dermatomyositis",3.99589458231677,0.00335165902824717,7,0.00608200711418321,2.6492905965134,0.182916760523263,2,0.573000609669463,65,"MESH:D003882"
"Feminization",3.99589458231677,0.00335165902824717,7,0.00608200711418321,0,1,0,NA,66,"MESH:D005262"
"Hypercalcemia",2.66008320794127,0.00349980227944478,12,0.00634004929060709,1.04538238038974,0.717603667665838,2,0.958347289097861,158,"MESH:D006934"
"Hematologic Neoplasms",2.96982320703109,0.00363403362755815,10,0.00657205742475347,1.39671747008687,0.657157578035229,2,0.918556408205986,100,"MESH:D019337"
"Aphasia",3.90058990464585,0.00377400075428703,7,0.00678235093418884,1.26380128412886,0.552137274807084,1,0.847156820529608,64,"MESH:D001037"
"Constriction, Pathologic",3.90058990464585,0.00377400075428703,7,0.00678235093418884,1.26380128412886,0.552137274807084,1,0.847156820529608,56,"MESH:D003251"
"Esophagitis",4.5246722028744,0.00378404767437721,6,0.00678235093418884,5.40440070907703,0.0218604078462243,3,0.286346777230667,52,"MESH:D004941"
"Aneurysm, Ruptured",5.56065318674702,0.00378845469238664,5,0.00678235093418884,0,1,0,NA,29,"MESH:D017542"
"Hypopituitarism",5.56065318674702,0.00378845469238664,5,0.00678235093418884,0,1,0,NA,33,"MESH:D007018"
"Ophthalmoplegia",5.56065318674702,0.00378845469238664,5,0.00678235093418884,2.43020296364729,0.346798811001998,1,0.719436795228979,33,"MESH:D009886"
"Esophageal Squamous Cell Carcinoma",3.46999485171357,0.00383525998244924,8,0.00685464388823006,0.993544633660533,1,1,1,79,"MESH:C562729"
"Goiter",3.80974875919916,0.00423555467062485,7,0.00755741945410822,0,1,0,NA,56,"MESH:D006042"
"Intracranial Aneurysm",4.3833649376611,0.00433976395673128,6,0.00773043095464487,0,1,0,NA,40,"MESH:D002532"
"Amphetamine-Related Disorders",3.10228379311007,0.00436247249014077,9,0.00775793024496701,0.796588039046477,1,1,1,91,"MESH:D019969"
"Esophageal Diseases",7.17730833385067,0.00447057733829603,4,0.00791062358202631,3.79973350554506,0.242978095776219,1,0.635895206351055,28,"MESH:D004935"
"Gallbladder Neoplasms",7.17730833385067,0.00447057733829603,4,0.00791062358202631,3.79973350554506,0.242978095776219,1,0.635895206351055,20,"MESH:D005706"
"Scleroderma, Diffuse",7.17730833385067,0.00447057733829603,4,0.00791062358202631,3.79973350554506,0.242978095776219,1,0.635895206351055,23,"MESH:D045743"
"Pigmentation Disorders",5.30760136425554,0.00449408284976535,5,0.00793905033228416,0,1,0,NA,34,"MESH:D010859"
"Sarcoma, Ewing",2.86055040810701,0.00461716636683735,10,0.00814300250151315,1.34989041466749,0.662614081640593,2,0.918556408205986,105,"MESH:D012512"
"Dilatation, Pathologic",46.4961347278577,0.00497551037788072,2,0.00876051084686259,0,1,0,NA,5,"MESH:D004108"
"Diabetic Neuropathies",2.45847658738014,0.00516210871798011,14,0.00907408567065038,0.828746584998683,1,2,1,180,"MESH:D003929"
"Genital Neoplasms, Female",2.75898982414327,0.00579834493027721,10,0.0101757138825753,2.69351691403595,0.0688098995473748,4,0.392310259050268,110,"MESH:D005833"
"Anemia, Megaloblastic",3.56016410899299,0.00587795348559752,7,0.0102816006051353,2.38870924323851,0.212483663166132,2,0.60804148594599,68,"MESH:D000749"
"Venous Thromboembolism",3.56016410899299,0.00587795348559752,7,0.0102816006051353,1.16625407591561,0.580615498595602,1,0.873034576979205,74,"MESH:D054556"
"Stuttering",4.86445434941259,0.00617710850379725,5,0.0107808869083478,2.16958120331733,0.37815250957997,1,0.732393736352775,33,"MESH:D013342"
"Enteritis",3.17478341867122,0.00618360148819947,8,0.0107808869083478,0.917945819204761,1,1,1,85,"MESH:D004751"
"Rhinitis",4.00697611909925,0.00636831668141432,6,0.0110848187586771,0,1,0,NA,60,"MESH:D012220"
"Hypotension, Orthostatic",2.55545300119899,0.00658407098430821,11,0.0114416999026985,2.2668613247802,0.109245463915147,4,0.482111905595791,146,"MESH:D007024"
"Adenocarcinoma of lung",2.88875965322707,0.00661151376765781,9,0.011470707626164,0.747145363041739,1,1,1,94,"MESH:C538231"
"Coronary Vasospasm",2.20579185767821,0.00663112522653647,15,0.011486056195965,1.4251532512043,0.372569632103888,4,0.726686522995084,221,"MESH:D003329"
"Coronary Thrombosis",9.98297673951875,0.00677919441147128,3,0.0117045314515208,0,1,0,NA,13,"MESH:D003328"
"Hypertensive Encephalopathy",9.98297673951875,0.00677919441147128,3,0.0117045314515208,0,1,0,NA,13,"MESH:D020343"
"Peptic Ulcer",6.21887368489911,0.00681913936355458,4,0.0117544777074519,3.37700749600228,0.267384405737178,1,0.640947546506221,41,"MESH:D010437"
"Bone Marrow failure syndromes",3.41133291240954,0.007210438090988,7,0.0124089313598132,2.29831341358924,0.224441477969703,2,0.626977744816018,65,"MESH:C536572"
"Spasm",3.07025316570229,0.00737951734568637,8,0.0126794605601407,0.890818975289686,1,1,1,90,"MESH:D013035"
"Diabetes Insipidus",5.83049739134662,0.00824997083074756,4,0.0141295648096431,0,1,0,NA,22,"MESH:D003919"
"Mercury Poisoning, Nervous System",5.83049739134662,0.00824997083074756,4,0.0141295648096431,0,1,0,NA,24,"MESH:D020262"
"Amyotrophic Lateral Sclerosis",2.97236000133603,0.00874182912757703,8,0.0149479674344947,0,0.632668767224364,0,NA,80,"MESH:D000690"
"Micrognathism",1.81953974063144,0.00887151024406857,25,0.0151454422886739,0.517627454854464,0.386003501545305,3,0.744113976172418,410,"MESH:D008844"
"Tobacco Use Disorder",8.73548009584236,0.00903813903256253,3,0.0154052625363326,0,1,0,NA,14,"MESH:D014029"
"Hypoxia-Ischemia, Brain",4.32332819268578,0.00946372894374588,5,0.0161049422376026,0,1,0,NA,35,"MESH:D020925"
"Prostatic Hyperplasia",2.41120630746622,0.00963113711182206,11,0.0163404579717925,0,0.269398439250252,0,NA,141,"MESH:D011470"
"Hypertension, Portal",2.70261120576098,0.00965916734211856,9,0.0163404579717925,2.18003575791751,0.167806364976416,3,0.54339370776723,116,"MESH:D006975"
"Mobility Limitation",23.2539413596287,0.00967869675555097,2,0.0163404579717925,0,1,0,NA,4,"MESH:D051346"
"Muscular Dystrophy, Emery-Dreifuss",23.2539413596287,0.00967869675555097,2,0.0163404579717925,0,1,0,NA,4,"MESH:D020389"
"Periodontal Diseases",23.2539413596287,0.00967869675555097,2,0.0163404579717925,0,1,0,NA,5,"MESH:D010510"
"Diabetes Mellitus, Type 1",2.24506661757026,0.0106349592258385,13,0.0179265426445019,0.823048702372734,1,2,1,185,"MESH:D003922"
"Leukemia, Myeloid",3.0884073273031,0.0115065552358735,7,0.0193651331808786,2.09945712492388,0.254519166986737,2,0.637659384913538,66,"MESH:D007951"
"Heat Stroke",7.76566856094808,0.0116854649295302,3,0.0196352615430059,0,1,0,NA,14,"MESH:D018883"
"Flushing",2.60210306218817,0.0119366550233766,9,0.0200258033175203,2.10436597675282,0.179840771708645,3,0.567665336652862,113,"MESH:D005483"
"Endotoxemia",2.79410548396028,0.0120188590689914,8,0.0201320606383262,0.818235801846453,1,1,1,102,"MESH:D019446"
"Muscle Spasticity",4.02475773527029,0.0122236739334875,5,0.0204430408887635,0,1,0,NA,40,"MESH:D009128"
"Acute Coronary Syndrome",3.41902334116703,0.0123558627980729,6,0.0205995400086621,0,1,0,NA,57,"MESH:D054058"
"Bundle-Branch Block",3.41902334116703,0.0123558627980729,6,0.0205995400086621,1.31893666150211,0.537184289355597,1,0.839794720788429,61,"MESH:D002037"
"Heart Block",2.53877306386571,0.0136632008806566,9,0.0227435808731054,1.34989041466749,0.662614081640593,2,0.918556408205986,121,"MESH:D006327"
"Back Pain",3.89048520148319,0.0137888101483035,5,0.0229169165548906,3.69655991705488,0.110180350855628,2,0.482111905595791,45,"MESH:D001416"
"Body Weight",6.98732935576611,0.0147315285408594,3,0.024445631342297,0,1,0,NA,14,"MESH:D001835"
"Fanconi Syndrome",3.2595287048456,0.0150191325341542,6,0.0248841838725815,1.26380128412886,0.552137274807084,1,0.847156820529608,60,"MESH:D005198"
"Hydrocephalus",3.76407031088798,0.0154833157561094,5,0.0256134851345251,0,1,0,NA,43,"MESH:D006849"
"Carcinoma, Large Cell",15.504362150707,0.015691257935503,2,0.0258373028042927,0,1,0,NA,5,"MESH:D018287"
"Intestinal Polyps",15.504362150707,0.015691257935503,2,0.0258373028042927,0,1,0,NA,6,"MESH:D007417"
"PEROXISOME BIOGENESIS DISORDER 2B",15.504362150707,0.015691257935503,2,0.0258373028042927,0,1,0,NA,5,"OMIM:202370"
"Neuromuscular Manifestations",4.66290768373845,0.0158856632313534,4,0.0261171073464624,2.64200205733192,0.32502692515721,1,0.703657767290609,29,"MESH:D020879"
"Gynecomastia",2.87086228167587,0.0160839718766712,7,0.0264024584498586,3.00677927204754,0.0856418040993646,3,0.429247102970755,96,"MESH:D006177"
"Serotonin Syndrome",3.18523015223302,0.0164896204246356,6,0.0270267665024365,1.23792140808871,0.559432398129331,1,0.85359888054051,66,"MESH:D020230"
"Liver Diseases, Alcoholic",2.4497518443927,0.0165904892503305,9,0.0271503865492372,0.643209404921163,1,1,1,116,"MESH:D008108"
"Cysts",3.64647104080779,0.01731132639388,5,0.0282434025416971,0,1,0,NA,47,"MESH:D003560"
"Dyspepsia",3.64647104080779,0.01731132639388,5,0.0282434025416971,3.48460254488847,0.120814799932853,2,0.502504885121315,64,"MESH:D004415"
"Lymphoma, B-Cell",2.32348892004256,0.0178709706916698,11,0.0291119476763537,1.53491341787721,0.45251093282878,3,0.791259039694317,143,"MESH:D016393"
"Cardiac Output, Low",6.35296226891596,0.0181832728386274,3,0.0295305207287906,0,1,0,NA,18,"MESH:D002303"
"Epilepsy, Generalized",6.35296226891596,0.0181832728386274,3,0.0295305207287906,4.67765555687537,0.204842746813398,1,0.596496308502395,18,"MESH:D004829"
"Urologic Diseases",4.44105824242773,0.018308489259171,4,0.0296886900296892,2.53180570176665,0.336001704040472,1,0.712696056598455,32,"MESH:D014570"
"Bone Diseases, Metabolic",2.36667461159487,0.0199522120693542,9,0.0323050231836129,1.26497381595457,0.674298021305928,2,0.927861004359405,120,"MESH:D001851"
"Hepatitis, Chronic",4.23894532128146,0.0209484955440408,4,0.0338154988585348,2.43020296364729,0.346798811001998,1,0.719436795228979,46,"MESH:D006521"
"Uveitis",4.23894532128146,0.0209484955440408,4,0.0338154988585348,0,1,0,NA,45,"MESH:D014605"
"Oral Ulcer",2.49457383188625,0.0211473538749277,8,0.034084934417746,1.50081819728492,0.391155959161768,2,0.745876338855281,103,"MESH:D019226"
"Endometriosis",2.18456026709182,0.0221166593889412,11,0.0355934774781302,0.471187859371898,0.726599361410969,1,0.958347289097861,159,"MESH:D004715"
"Genital Diseases, Female",0.506050266389175,0.0221947719756784,11,0.0356653941235676,0.59598100224871,0.366089490565731,5,0.719436795228979,651,"MESH:D005831"
"Child Development Disorders, Pervasive",2.46159347374728,0.0225601304574872,8,0.0361979837565998,3.899098110605,0.0117952988057528,5,0.244065394741195,93,"MESH:D002659"
"Lens Diseases",11.6279998694556,0.022897299607188,2,0.0366838118331376,0,1,0,NA,7,"MESH:D007905"
"Dental Caries",4.05447032798619,0.0238101325343495,4,0.0379185244987327,2.33671775171803,0.357421109870295,1,0.719436795228979,30,"MESH:D003731"
"Hearing Loss, Bilateral",4.05447032798619,0.0238101325343495,4,0.0379185244987327,0,1,0,NA,35,"MESH:D006312"
"Hyperesthesia",4.05447032798619,0.0238101325343495,4,0.0379185244987327,0,1,0,NA,32,"MESH:D006941"
"Puberty, Delayed",4.05447032798619,0.0238101325343495,4,0.0379185244987327,0,1,0,NA,38,"MESH:D011628"
"Diabetes Complications",2.34248471630418,0.0250414229982884,10,0.0398199677185897,1.1234459057208,0.699778693235894,2,0.944073375703238,139,"MESH:D048909"
"Glucose Metabolism Disorders",2.85920248648256,0.0253385326417387,6,0.040232461798713,1.122899655951,0.594171064725526,1,0.879033042089464,74,"MESH:D044882"
"Aortic Aneurysm, Abdominal",3.24047370071322,0.0260317111219518,5,0.0412716727594689,1.51738658113953,0.489277208403368,1,0.814493379901805,47,"MESH:D017544"
"Scleroderma, Systemic",5.37484252232962,0.0263165293685055,3,0.0416613306175005,4.05314477001239,0.230473076691741,1,0.626977744816018,24,"MESH:D012595"
"Atrial Flutter",3.88545960462619,0.0268970839717394,4,0.0424544210027307,4.69406878088377,0.0752627764697359,2,0.408699255848561,38,"MESH:D001282"
"Vaginal Diseases",3.88545960462619,0.0268970839717394,4,0.0424544210027307,2.25001686666121,0.367871418514754,1,0.719436795228979,29,"MESH:D014623"
"Carcinoma, squamous cell of head and neck",2.55544640034421,0.0269619873440375,7,0.0424940036869838,0.865242136267281,1,1,1,93,"MESH:C535575"
"Infant, Premature, Diseases",2.5160093402725,0.0288436350453849,7,0.045392564297088,2.65664424065217,0.111873254265545,3,0.48694305935582,93,"MESH:D007235"
"Brain Infarction",2.04474445350182,0.0296238426143121,11,0.0465517526796333,1.36163703257821,0.489483929638691,3,0.814493379901805,164,"MESH:D020520"
"Hemiplegia",4.98922344174508,0.0309978048035496,3,0.0486392025373345,3.79973350554506,0.242978095776219,1,0.635895206351055,22,"MESH:D006429"
"beta-Thalassemia",9.30312855852793,0.0311882425809818,2,0.0487945085541166,0,1,0,NA,10,"MESH:D017086"
"PARKINSON DISEASE, LATE-ONSET",9.30312855852793,0.0311882425809818,2,0.0487945085541166,0,1,0,NA,13,"OMIM:168600"
"Fibrosarcoma",3.06950416193716,0.031280233646682,5,0.0488667778931327,0,1,0,NA,47,"MESH:D005354"
"Splenic Diseases",1.84351615762759,0.0320109403004268,15,0.0499351948838529,0.292546359313909,0.268310620439494,1,0.641308910703647,265,"MESH:D013158"
"Chills",4.65663413115668,0.0360848488677264,3,0.0561261424808514,3.57565801124299,0.255280785657283,1,0.637659384913538,24,"MESH:D023341"
"Lymphoma, AIDS-Related",4.65663413115668,0.0360848488677264,3,0.0561261424808514,12.2578440421951,0.00287599967781946,3,0.148653233347294,23,"MESH:D016483"
"Gout",2.91562541044287,0.0371468661142244,5,0.0576938954059351,1.3790625576877,0.521734334391509,1,0.832221372037485,59,"MESH:D006073"
"Arteritis",7.75394898736433,0.0404624177627372,2,0.0624633232085026,0,1,0,NA,14,"MESH:D001167"
"Immunoproliferative Disorders",7.75394898736433,0.0404624177627372,2,0.0624633232085026,0,1,0,NA,15,"MESH:D007160"
"Low Back Pain",7.75394898736433,0.0404624177627372,2,0.0624633232085026,0,1,0,NA,15,"MESH:D017116"
"alpha-Thalassemia",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,4,"MESH:D017085"
"Bone Diseases, Endocrine",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:D001849"
"Charcot-Marie-Tooth disease, Type 4E",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:C535301"
"Congenital idiopathic intestinal pseudoobstruction",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:C535532"
"Embolism",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:D004617"
"Embolism and Thrombosis",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,3,"MESH:D016769"
"Hand Dermatoses",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:D006229"
"Heinz Body Anemias",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,3,"MESH:C563030"
"Hematoma, Subdural",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:D006408"
"Migraine with Aura",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,5,"MESH:D020325"
"Onychomycosis",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:D014009"
"Primary Ovarian Insufficiency",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,3,"MESH:D016649"
"Sneezing",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,6,"MESH:D012912"
"TERMINAL OSSEOUS DYSPLASIA",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"OMIM:300244"
"Ventricular Outflow Obstruction",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,3,"MESH:D014694"
"Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation, and Obesity Syndrome",Inf,0.0413299964247449,1,0.0624633232085026,0,1,0,NA,2,"MESH:C567292"
"Blister",3.32923233192967,0.0415457115435734,4,0.0625634763745306,1.95919071942037,0.408007540468729,1,0.768615571680272,47,"MESH:D001768"
"Granulomatosis with Polyangiitis",4.36571464053338,0.0415721693997584,3,0.0625634763745306,3.37700749600228,0.267384405737178,1,0.640947546506221,28,"MESH:D014890"
"Mental Retardation, X-Linked",4.36571464053338,0.0415721693997584,3,0.0625634763745306,3.37700749600228,0.267384405737178,1,0.640947546506221,22,"MESH:D038901"
"Phlebitis",3.21421277598053,0.0457887723136274,4,0.0688121409276626,1.89785477817208,0.41763860821857,1,0.779158489998651,46,"MESH:D010689"
"Essential Tremor",4.10873214403258,0.0474525573825266,3,0.0711121892235335,0,1,0,NA,21,"MESH:D020329"
"Muscle Hypertonia",4.10873214403258,0.0474525573825266,3,0.0711121892235335,0,1,0,NA,26,"MESH:D009122"
"Bronchopulmonary Dysplasia",3.1068614518168,0.0502641187643137,4,0.0751145864447096,0,1,0,NA,43,"MESH:D001997"
"Hiccup",3.1068614518168,0.0502641187643137,4,0.0751145864447096,1.84027154663952,0.427113668133596,1,0.790208061625244,46,"MESH:D006606"
"Aneurysm",6.64464035481785,0.0506246820222413,2,0.0751273097604054,0,1,0,NA,11,"MESH:D000783"
"Barrett Esophagus",6.64464035481785,0.0506246820222413,2,0.0751273097604054,0,1,0,NA,14,"MESH:D001471"
"Myocardial Stunning",6.64464035481785,0.0506246820222413,2,0.0751273097604054,0,1,0,NA,10,"MESH:D017682"
"Neuritis",6.64464035481785,0.0506246820222413,2,0.0751273097604054,0,1,0,NA,12,"MESH:D009443"
"Spinocerebellar Ataxia 17",6.64464035481785,0.0506246820222413,2,0.0751273097604054,0,1,0,NA,9,"MESH:C564616"
"Wounds and Injuries",2.64983399000449,0.0507830404604147,5,0.075257644682309,1.26380128412886,0.552137274807084,1,0.847156820529608,66,"MESH:D014947"
"Sinoatrial Block",3.88045172320752,0.0537172982099325,3,0.0794956410402191,6.42524971461373,0.0449911549530048,2,0.345919460794934,28,"MESH:D012848"
"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma",2.00368111481285,0.0544228194482748,9,0.0804281833120626,1.08299739149417,0.708645362701269,2,0.954478363117181,143,"MESH:D054218"
"Sexual Dysfunction, Physiological",2.33306384231964,0.0546175837896771,6,0.0806043733106299,2.91092439102102,0.0919280638586552,3,0.444315564711129,86,"MESH:D012735"
"Leukemia, Lymphocytic, Chronic, B-Cell",2.53416166333975,0.058564832580669,5,0.0863103264690246,2.48663524471792,0.200591904320067,2,0.596496308502395,74,"MESH:D015451"
"HIV Infections",2.17372430615643,0.0591491465876204,8,0.087051226771022,0,0.40987251077479,0,NA,120,"MESH:D015658"
"Bone Neoplasms",5.81373859565196,0.0615860539249305,2,0.0900168760793162,0,1,0,NA,11,"MESH:D001859"
"Craniosynostoses",5.81373859565196,0.0615860539249305,2,0.0900168760793162,0,1,0,NA,10,"MESH:D003398"
"Phobic Disorders",5.81373859565196,0.0615860539249305,2,0.0900168760793162,0,1,0,NA,16,"MESH:D010698"
"TOBACCO ADDICTION, SUSCEPTIBILITY TO",5.81373859565196,0.0615860539249305,2,0.0900168760793162,0,1,0,NA,12,"OMIM:188890"
