"ONTOLOGY","ID","Description","pvalue_enr","pvalue_depl","p.adjust_enr","p.adjust_depl","GeneRatio_enr","GeneRatio_depl","geneID_enr","geneID_depl"
"BP","GO:0044242","cellular lipid catabolic process",0.817690261699473,0.465046889625898,0.903275032038174,0.75222272548752,"5/601","8/654","Sorl1/Lrp1/Ivd/Acox1/Irs2","Abcd2/Napepld/Gpcpd1/Slc27a2/Mgll/Cnr1/Apoe/Plcg2"
"BP","GO:0045333","cellular respiration",0.817690261699473,0.995785709124996,0.903275032038174,0.999999887221183,"5/601","2/654","Cbfa2t3/ND2/ND5/CYTB/ND1","Aldh5a1/Dlat"
"MF","GO:0008233","peptidase activity",0.817795947129067,0.0373915999589103,0.908378649541179,0.197760152333329,"14/595","27/653","Usp46/Aph1b/Cyld/Cpd/Pcsk1/Adamtsl1/Tnfaip3/Usp11/Cpe/Thsd4/Amz1/Spcs3/Usp31/Adamts2","Reln/Capn3/Mme/Ermp1/Usp2/Tll1/Trhde/Adamts1/Apeh/Nrip3/Adamts9/Adamts15/Pcsk5/Shh/Blmh/Ece2/Ecel1/Zranb1/Mmp16/Psmb4/Metap2/Htra1/Pappa/Lta4h/Adamts3/Usp22/Adamts8"
"BP","GO:0018205","peptidyl-lysine modification",0.81809117813432,0.999853267818419,0.90347971438661,0.999999887221183,"11/601","4/654","Jade2/Egr1/Nos1/Chd5/Kansl3/Per1/Bcl11a/Jarid2/Egr2/Hdac4/Stx1a","Prdm8/Capn3/Mapk3/Eya1"
"BP","GO:0010498","proteasomal protein catabolic process",0.819069154396208,0.999928139369129,0.903873513374756,0.999999887221183,"16/601","7/654","Prkcg/Plk2/Lrrk2/Cbfa2t3/Dab2ip/Fbxl16/Map1a/Tbl1xr1/Dlgap1/Hspa5/Smurf1/Kctd10/Trim2/Fbxl19/Kctd2/Rnf216","Spsb1/Socs4/Rnf144b/Nkd2/Shh/Psmb4/Apoe"
"BP","GO:1904063","negative regulation of cation transmembrane transport",0.820358536603618,0.6586772363275,0.903873513374756,0.837360124386032,"2/601","3/654","Nos1/Snx27","Kcnh2/Gstm7/Prkce"
"BP","GO:0055088","lipid homeostasis",0.821262321323512,0.343403611964626,0.903873513374756,0.698570361718885,"3/601","6/654","Gramd1b/Mttp/Acox1","Lyst/Ehd1/Rora/Zbtb20/Dgat2/Apoe"
"MF","GO:0060590","ATPase regulator activity",0.821549113618662,0.849822920388738,0.91112611977646,0.987670450953466,"1/595","1/653","Hsph1","Fnip2"
"BP","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response",0.821557798660531,1,0.903873513374756,1,"1/601",NA,"Icosl",NA
"BP","GO:0002673","regulation of acute inflammatory response",0.821557798660531,0.275736475552766,0.903873513374756,0.620371185496646,"1/601","3/654","Cd55","Tac1/Cnr1/Adcyap1"
"BP","GO:0002763","positive regulation of myeloid leukocyte differentiation",0.821557798660531,0.108014142441505,0.903873513374756,0.375875300831066,"1/601","4/654","Ppargc1b","Jun/Prkca/Gpr68/Car2"
"BP","GO:0006879","cellular iron ion homeostasis",0.821557798660531,0.847335634734127,0.903873513374756,0.937339291866111,"1/601","1/654","Atp6v0a2","Nubp1"
"BP","GO:0010559","regulation of glycoprotein biosynthetic process",0.821557798660531,0.552355756538008,0.903873513374756,0.786583716559232,"1/601","2/654","Itm2b","Igf1/Necab2"
"BP","GO:0030866","cortical actin cytoskeleton organization",0.821557798660531,0.275736475552766,0.903873513374756,0.620371185496646,"1/601","3/654","Anln","Epb41/Wipf3/Epb41l1"
"BP","GO:0032881","regulation of polysaccharide metabolic process",0.821557798660531,0.275736475552766,0.903873513374756,0.620371185496646,"1/601","3/654","Irs2","Igf1/Esrrb/Ppp1cb"
"BP","GO:0043001","Golgi to plasma membrane protein transport",0.821557798660531,1,0.903873513374756,1,"1/601",NA,"Vamp2",NA
"BP","GO:0060325","face morphogenesis",0.821557798660531,0.847335634734127,0.903873513374756,0.937339291866111,"1/601","1/654","Arid5b","Dlx5"
"BP","GO:0061647","histone H3-K9 modification",0.821557798660531,0.847335634734127,0.903873513374756,0.937339291866111,"1/601","1/654","Jarid2","Prdm8"
"BP","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation",0.821557798660531,1,0.903873513374756,1,"1/601",NA,"Sh3rf1",NA
"BP","GO:0006732","coenzyme metabolic process",0.822484890556814,0.821646804301426,0.903873513374756,0.923578020335699,"10/601","11/654","Cbfa2t3/Gpd2/Pgam1/Gpd1l/App/Eno2/Far2/Ldha/Htr2a/Hdac4","Ahcyl2/Tdo2/Igf1/Esrrb/Slc27a3/Dlat/Nmnat2/Zbtb20/Acsl6/Aldoc/Dgat2"
"BP","GO:0043900","regulation of multi-organism process",0.822484890556814,0.0994437183349487,0.903873513374756,0.36261162469735,"10/601","19/654","Inhbb/Ar/Unc13b/Cx3cl1/Tnfaip3/Trim8/Tbk1/Gsn/Hdac4/Rnf216","Prox1/Adarb1/Pde3a/Jun/Vip/Igf1/Lhfpl2/Pde5a/Mapk3/Grb14/Prkca/Cnr1/Shh/Mid2/Ddx3x/Apoe/Zc3hav1/Htra1/Cxcr4"
"BP","GO:0045787","positive regulation of cell cycle",0.822484890556814,0.0994437183349487,0.903873513374756,0.36261162469735,"10/601","19/654","Ccnd1/Meis2/Ripor2/Met/Dab2ip/Pbx1/App/Dync1h1/Foxg1/Phip","Prox1/Smoc2/Igf1/Tgfa/Usp2/Camk2b/Adamts1/Egfr/Ccnd2/Wnt5a/Cast/Prkca/Fgfr1/Ddx3x/Prkce/Rdx/Usp22/Stat5b/Pim1"
"BP","GO:0010950","positive regulation of endopeptidase activity",0.822546469331252,0.869344775044307,0.903873513374756,0.94915423130137,"4/601","4/654","Grin2b/Ppm1f/Ttbk1/Gsn","St18/Ngfr/Ddx3x/Bok"
"BP","GO:1903322","positive regulation of protein modification by small protein conjugation or removal",0.822546469331252,0.949277937855599,0.903873513374756,0.990450425501229,"4/601","3/654","Lrrk2/Fkbp1a/Hspa5/Hdac4","Cblb/Ngf/Fam107a"
"BP","GO:0009260","ribonucleotide biosynthetic process",0.82303962045987,0.681477915164591,0.903941286953304,0.847898503877524,"7/601","9/654","Cbfa2t3/Pgam1/App/Eno2/Ak4/Htr2a/Hdac4","Gucy1a1/Igf1/Esrrb/Dlat/Zbtb20/Acsl6/Aldoc/Adcy1/Npr1"
"BP","GO:0043543","protein acylation",0.82303962045987,0.999969714160884,0.903941286953304,0.999999887221183,"7/601","1/654","Jade2/Nos1/Chd5/Zdhhc2/Kansl3/Per1/Zdhhc20","Mapk3"
"MF","GO:0017137","Rab GTPase binding",0.826670826913171,0.639848104874082,0.914083343667191,0.887613638497978,"5/595","7/653","Ndrg1/Pex5l/Tbc1d1/Tbck/Mical3","Rph3a/Rims3/Ehd1/Tbc1d4/Tbc1d8b/Ngfr/Tbc1d30"
"MF","GO:0008238","exopeptidase activity",0.826783249047291,0.127694591030124,0.914083343667191,0.38725803128317,"2/595","6/653","Cpd/Cpe","Mme/Trhde/Apeh/Mmp16/Metap2/Lta4h"
"BP","GO:0005977","glycogen metabolic process",0.826793486734319,0.444920562324854,0.907010843118692,0.75222272548752,"2/601","4/654","Per2/Irs2","Igf1/Esrrb/Ppp1cb/Pygm"
"BP","GO:0006073","cellular glucan metabolic process",0.826793486734319,0.444920562324854,0.907010843118692,0.75222272548752,"2/601","4/654","Per2/Irs2","Igf1/Esrrb/Ppp1cb/Pygm"
"BP","GO:0044042","glucan metabolic process",0.826793486734319,0.444920562324854,0.907010843118692,0.75222272548752,"2/601","4/654","Per2/Irs2","Igf1/Esrrb/Ppp1cb/Pygm"
"BP","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator",0.826793486734319,0.668697080421374,0.907010843118692,0.84026768415009,"2/601","3/654","Zfp385b/Sh3glb1","Bok/Phlda3/Ppp1r13b"
"BP","GO:0015980","energy derivation by oxidation of organic compounds",0.826916806852841,0.974008599697287,0.907010843118692,0.999999887221183,"8/601","6/654","Cbfa2t3/Per2/ND2/Ldha/ND5/CYTB/ND1/Irs2","Igf1/Aldh5a1/Esrrb/Dlat/Ppp1cb/Pygm"
"BP","GO:0016570","histone modification",0.829461387204445,0.999603266867306,0.908630478375424,0.999999887221183,"14/601","7/654","Prkcb/Jade2/Lrrk2/Nos1/Chd5/Kansl3/Per1/Slk/Per2/Tbl1xr1/Epop/Jarid2/Ppm1f/Hdac4","Prdm8/Satb1/Mapk3/Eya1/Prkd1/Prkca/Usp22"
"MF","GO:0030170","pyridoxal phosphate binding",0.829903030014956,0.119207060920173,0.91497077545501,0.377157978619914,"1/595","4/653","Gpt2","Gad1/Gad2/Pygm/Abat"
"BP","GO:0009994","oocyte differentiation",0.829911417838365,0.116519146247038,0.908630478375424,0.395597604147444,"1/601","4/654","Inhbb","Pde3a/Igf1/Pde5a/Grb14"
"BP","GO:0019083","viral transcription",0.829911417838365,0.567359796144026,0.908630478375424,0.790499367806087,"1/601","2/654","Trim8","Jun/Mid2"
"BP","GO:0035794","positive regulation of mitochondrial membrane permeability",0.829911417838365,0.85511274136163,0.908630478375424,0.942564975303485,"1/601","1/654","Sh3glb1","Bok"
"BP","GO:0045143","homologous chromosome segregation",0.829911417838365,1,0.908630478375424,1,"1/601",NA,"Fancd2",NA
"BP","GO:0048546","digestive tract morphogenesis",0.829911417838365,0.0378478610458583,0.908630478375424,0.206538453838636,"1/601","5/654","Ephb3","Egfr/Vangl2/Wnt5a/Shh/Dact1"
"BP","GO:0090102","cochlea development",0.829911417838365,0.000442003080601802,0.908630478375424,0.00876301520349078,"1/601","8/654","Rpgrip1l","Dchs1/Atp2b2/Frzb/Eya1/Zeb1/Vangl2/Wnt5a/Cthrc1"
"MF","GO:0016887","ATPase activity",0.830936721690971,0.995068991849577,0.91497077545501,0.999948258971086,"11/595","7/653","Atp2b1/Myh10/Kif21b/Myh9/Zranb3/Chd3/Atp6v0a2/Dync1h1/Hspa5/Myh7/Pfn2","Mcm6/Abcd2/Atp2b2/Smchd1/Chtf18/Ddx3x/Hspa9"
"BP","GO:2000377","regulation of reactive oxygen species metabolic process",0.831041570602345,0.774771631462645,0.909630141281041,0.896458987137759,"5/601","6/654","Bcr/Sirpa/Cd36/Cd34/Hdac4","Foxo1/Igf1/Abcd2/Egfr/Oprm1/Ngfr"
"BP","GO:1901657","glycosyl compound metabolic process",0.832064145160214,0.993422443833509,0.91051156130094,0.999999887221183,"3/601","1/654","Lrrk2/Ak4/Macrod2","Ahcyl2"
"MF","GO:0008236","serine-type peptidase activity",0.83301051692186,0.462856853943327,0.91497077545501,0.803345414021522,"2/595","4/653","Cpd/Pcsk1","Reln/Apeh/Pcsk5/Htra1"
"MF","GO:0019209","kinase activator activity",0.83301051692186,0.0585113736742762,0.91497077545501,0.253325874272091,"2/595","7/653","Grem1/Agap2","Igf1/Gprc5b/Itsn1/Ngf/Gas6/Ddx3x/Vac14"
"BP","GO:0006626","protein targeting to mitochondrion",0.833020404979911,1,0.911319973072017,1,"2/601",NA,"Lrrk2/Ppp2r2b",NA
"CC","GO:0005814","centriole",0.833206496918449,1,0.975772890303221,1,"3/606",NA,"Plk2/Dzip1/Nin",NA
"CC","GO:0043596","nuclear replication fork",0.835451132910163,1,0.975772890303221,1,"1/606",NA,"Zranb3",NA
"CC","GO:0005844","polysome",0.835708164345799,0.971988805398774,0.975772890303221,0.99999995667437,"2/606","1/659","Cpeb2/Myh10","Msi2"
"CC","GO:0005802","trans-Golgi network",0.835813546441547,0.325773560580324,0.975772890303221,0.746662102793016,"7/606","12/659","Lrrk2/Sorl1/Caln1/Syt17/Cpd/Vamp2/Arf1","Pam/Mme/Nmnat2/Rab30/Prkd1/Car4/Pcsk5/Ece2/Atp11c/Bok/Scamp1/Pqlc1"
"BP","GO:0031056","regulation of histone modification",0.836787407835289,0.988380127451373,0.913767446920523,0.999999887221183,"4/601","2/654","Lrrk2/Nos1/Slk/Jarid2","Mapk3/Prkd1"
"MF","GO:0005548","phospholipid transporter activity",0.837866496624532,0.0431297389450962,0.91497077545501,0.21109273638621,"1/595","5/653","Mttp","Pitpnm2/Pitpnc1/Ano6/Mfsd2a/Ano3"
"MF","GO:0015459","potassium channel regulator activity",0.837866496624532,0.128157334093711,0.91497077545501,0.38725803128317,"1/595","4/653","Arpp19","Kcnmb2/Lrrc55/Kcnip1/Amigo1"
"MF","GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity",0.837866496624532,0.586705978621573,0.91497077545501,0.852509327754107,"1/595","2/653","Ccnd1","Ccnd2/Ccnjl"
"MF","GO:0070279","vitamin B6 binding",0.837866496624532,0.128157334093711,0.91497077545501,0.38725803128317,"1/595","4/653","Gpt2","Gad1/Gad2/Pygm/Abat"
"BP","GO:0001910","regulation of leukocyte mediated cytotoxicity",0.837874589753855,0.581997380721972,0.913767446920523,0.801258005104151,"1/601","2/654","Rasgrp1","H2-K1/Stat5b"
"BP","GO:0001947","heart looping",0.837874589753855,0.125305943169049,0.913767446920523,0.409042512369054,"1/601","4/654","Ift172","Mef2c/Vangl2/Wnt5a/Shh"
"BP","GO:0002292","T cell differentiation involved in immune response",0.837874589753855,0.862494237595134,0.913767446920523,0.946356967475544,"1/601","1/654","Foxp1","Rora"
"BP","GO:0006801","superoxide metabolic process",0.837874589753855,0.581997380721972,0.913767446920523,0.801258005104151,"1/601","2/654","Cd36","Egfr/Ccs"
"BP","GO:0010824","regulation of centrosome duplication",0.837874589753855,0.862494237595134,0.913767446920523,0.946356967475544,"1/601","1/654","Plk2","Nubp1"
"BP","GO:0042491","inner ear auditory receptor cell differentiation",0.837874589753855,0.0115566860428935,0.913767446920523,0.102278748873828,"1/601","6/654","Ripor2","Mycl/Atp2b2/Cux1/Jag1/Fgfr1/Strc"
"BP","GO:0043627","response to estrogen",0.837874589753855,0.581997380721972,0.913767446920523,0.801258005104151,"1/601","2/654","Nos1","Crhbp/Tgfbr1"
"BP","GO:0044743","protein transmembrane import into intracellular organelle",0.837874589753855,1,0.913767446920523,1,"1/601",NA,"Pex5l",NA
"BP","GO:0046635","positive regulation of alpha-beta T cell activation",0.837874589753855,0.862494237595134,0.913767446920523,0.946356967475544,"1/601","1/654","Hsph1","Shh"
"BP","GO:0098781","ncRNA transcription",0.837874589753855,0.862494237595134,0.913767446920523,0.946356967475544,"1/601","1/654","Ice1","Ippk"
"BP","GO:1900077","negative regulation of cellular response to insulin stimulus",0.837874589753855,0.303883273740995,0.913767446920523,0.65583072268546,"1/601","3/654","Prkcb","Grb14/Prkca/Ptpre"
"CC","GO:0044445","cytosolic part",0.838102600237458,0.821207434844832,0.976143028511863,0.99999995667437,"8/606","9/659","Prkcb/Prkcg/Homer1/Anks1b/Lrrk2/Sh3gl2/Baiap2/Eno2","Rims3/Gucy1a1/Ppfia2/Prkca/Dhx33/Cct3/Ddx3x/Prkce/Aldoc"
"BP","GO:0043506","regulation of JUN kinase activity",0.83904465129825,0.27273709964455,0.9145674008688,0.617803849404478,"2/601","5/654","Dab2ip/Magi3","Tiam1/Vangl2/Wnt5a/Map3k20/Tirap"
"BP","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process",0.83904465129825,0.872129470122425,0.9145674008688,0.951017521811891,"2/601","2/654","Prkcg/Map1a","Shh/Anks1"
"BP","GO:0061351","neural precursor cell proliferation",0.839492981197157,0.00170794461730636,0.914818099145927,0.0230679269874941,"5/601","17/654","Lrrk2/Pou3f3/Cx3cl1/Ptn/Foxg1","Prox1/Foxo1/Arx/Kcna1/Ephb1/Igf1/Rora/Wnt5a/Spint1/Shh/Fgfr1/Ngfr/Cdh2/Acsl6/Cxcr4/Adcyap1/Disp3"
"BP","GO:0009117","nucleotide metabolic process",0.841348049939372,0.920111088266473,0.916601229653138,0.974686304776396,"18/601","18/654","Pde1a/Lrrk2/Cbfa2t3/Nos1/Gpd2/Pgam1/Gpd1l/App/Eno2/Far2/ND2/Ak4/Ldha/ND5/CYTB/Htr2a/Myh7/Hdac4","Tdo2/Gucy1a1/Igf1/Pde5a/Atp2b2/Esrrb/Slc27a3/Rora/Dlat/Nmnat2/Zbtb20/Acsl6/Aldoc/Dgat2/Gars/Adcy1/Adcyap1/Npr1"
"MF","GO:0016746","transferase activity, transferring acyl groups",0.841718611743069,0.952147029215286,0.917769757367634,0.999948258971086,"7/595","6/653","Lpgat1/Zdhhc2/Kansl3/Sh3glb1/Elovl6/Mboat7/Zdhhc20","Qpct/Slc27a3/Dpf3/Dlat/Dgat2/Usp22"
"BP","GO:0051606","detection of stimulus",0.842300727573861,0.000413391089137055,0.917400584490376,0.00827164947801088,"3/601","14/654","Kit/Grin2b/Htr2a","Sema5a/Kcna1/Ephb1/Igf1/Scn1a/Atp2b2/Kcnmb2/Ngfr/Strc/Ano3/Cxcl12/Jup/Cxcr4/Htr7"
"BP","GO:0043200","response to amino acid",0.844871539449425,0.064061295198751,0.917807563426968,0.286025741579547,"2/601","7/654","Sh3bp4/Col4a1","Egfr/Zeb1/Rragd/Cpeb4/Glra2/Amigo1/Slc1a2"
"BP","GO:0046390","ribose phosphate biosynthetic process",0.845269601958053,0.714951420426199,0.917807563426968,0.865551831675639,"7/601","9/654","Cbfa2t3/Pgam1/App/Eno2/Ak4/Htr2a/Hdac4","Gucy1a1/Igf1/Esrrb/Dlat/Zbtb20/Acsl6/Aldoc/Adcy1/Npr1"
"BP","GO:0001707","mesoderm formation",0.845465534873668,0.318009979704815,0.917807563426968,0.666556320215428,"1/601","3/654","Bmpr2","Eya1/Wnt5a/Fgfr1"
"BP","GO:0016073","snRNA metabolic process",0.845465534873668,1,0.917807563426968,1,"1/601",NA,"Ice1",NA
"BP","GO:0032527","protein exit from endoplasmic reticulum",0.845465534873668,1,0.917807563426968,1,"1/601",NA,"Sorl1",NA
"BP","GO:0045910","negative regulation of DNA recombination",0.845465534873668,0.869500218322213,0.917807563426968,0.94915423130137,"1/601","1/654","Zranb3","Smchd1"
"BP","GO:0046637","regulation of alpha-beta T cell differentiation",0.845465534873668,0.869500218322213,0.917807563426968,0.94915423130137,"1/601","1/654","Sh3rf1","Shh"
"BP","GO:0097178","ruffle assembly",0.845465534873668,0.318009979704815,0.917807563426968,0.666556320215428,"1/601","3/654","Pfn2","Eps8/Mtss2/Rdx"
"BP","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process",0.845465534873668,0.869500218322213,0.917807563426968,0.94915423130137,"1/601","1/654","Sh3glb1","Bok"
"BP","GO:1903018","regulation of glycoprotein metabolic process",0.845465534873668,0.596266969966143,0.917807563426968,0.809125853749975,"1/601","2/654","Itm2b","Igf1/Necab2"
"BP","GO:1905710","positive regulation of membrane permeability",0.845465534873668,0.869500218322213,0.917807563426968,0.94915423130137,"1/601","1/654","Sh3glb1","Bok"
"BP","GO:2000677","regulation of transcription regulatory region DNA binding",0.845465534873668,0.596266969966143,0.917807563426968,0.809125853749975,"1/601","2/654","Per2","Igf1/Neurod1"
"BP","GO:0090407","organophosphate biosynthetic process",0.845577930517846,0.751016954940245,0.917807563426968,0.888556057829658,"16/601","19/654","Itpka/Cbfa2t3/Nos1/Lpgat1/Htr2c/Pgam1/Sh3glb1/App/Dgkz/Eno2/Mboat7/Plcl2/Ak4/Htr2a/Plcz1/Hdac4","Plcl1/Gucy1a1/Adcyap1r1/Igf1/Esrrb/Dlat/Nmnat2/Plcb4/Zbtb20/Ippk/Vac14/Acsl6/Aldoc/Gars/Ip6k2/Adcy1/Plcg2/Plch1/Npr1"
"BP","GO:0051168","nuclear export",0.845741050690101,0.989393345124138,0.917807563426968,0.999999887221183,"4/601","2/654","Uhmk1/Smurf1/Egr2/Ptpn14","Gas6/Hspa9"
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",0.847204101388131,0.88863448379859,0.922338410073929,0.998334758996902,"3/595","3/653","Nos1/Mical3/Cyp4x1","Pam/Moxd1/Egln3"
"BP","GO:0031396","regulation of protein ubiquitination",0.847466001678261,0.95332088466828,0.919441363809403,0.991637271609219,"6/601","5/654","Prkcg/Lrrk2/Fkbp1a/Tnfaip3/Per2/Hspa5","Cblb/Ngf/Fam107a/Prkce/Tgfbr1"
"BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",0.849184468543401,0.999779014748556,0.921067285321473,0.999999887221183,"13/601","6/654","Plk2/Lrrk2/Cbfa2t3/Fbxl16/Map1a/Tbl1xr1/Hspa5/Smurf1/Kctd10/Trim2/Fbxl19/Kctd2/Rnf216","Spsb1/Socs4/Rnf144b/Nkd2/Shh/Psmb4"
"CC","GO:0031305","integral component of mitochondrial inner membrane",0.850382452908814,0.873837849029546,0.988120455844749,0.99999995667437,"1/606","1/659","CYTB","Mcu"
"MF","GO:0016298","lipase activity",0.850497459145741,0.0705866743840871,0.923100900780134,0.283570743912951,"2/595","7/653","Plcl2/Plcz1","Plcl1/Napepld/Plcb4/Pla2g7/Mgll/Plcg2/Plch1"
"MF","GO:0043130","ubiquitin binding",0.850497459145741,0.976352765448996,0.923100900780134,0.999948258971086,"2/595","1/653","Tnfaip3/Trp53inp2","Cxcr4"
"BP","GO:0006672","ceramide metabolic process",0.850506329632696,0.489918536932179,0.922262298437111,0.759805610180237,"2/601","4/654","Alox12b/B3galt2","Itgb8/St8sia4/Aldh5a1/Cerk"
"BP","GO:0045088","regulation of innate immune response",0.851120805648608,0.815001261430385,0.922403568251093,0.919695940444419,"6/601","7/654","Rasgrp1/Tyro3/Dab2ip/Cd36/Tnfaip3/Tbk1","Erbin/Wnt5a/Prkce/Apoe/Zc3hav1/Stat5b/Tirap"
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.851517184247071,0.672023923148564,0.922403568251093,0.843347095193988,"5/601","7/654","Inpp5d/Tnfaip3/C4bp/Cd55/Icosl","Il1r1/Lyst/Mef2c/Rora/Jag1/C4b/H2-K1"
"BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.851517184247071,0.672023923148564,0.922403568251093,0.843347095193988,"5/601","7/654","Sh3rf1/Arl6ip1/Nr4a1/Ppm1f/Gsn","St18/Igf1/Gas6/Epha7/Ngfr/Ddx3x/Bok"
"BP","GO:0045637","regulation of myeloid cell differentiation",0.851517184247071,0.0927159241422143,0.922403568251093,0.347543993185299,"5/601","12/654","Meis2/Pik3r1/Inpp5d/Zfpm1/Ppargc1b","Ubash3b/Jun/Mef2c/Tmem178/Inpp4b/Prkca/Jag1/Gpr68/Car2/Mafb/Hspa9/Stat5b"
"BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress",0.852701624748302,1,0.922494140897337,1,"1/601",NA,"Hsph1",NA
"BP","GO:0034198","cellular response to amino acid starvation",0.852701624748302,0.143677512932597,0.922494140897337,0.44292026454685,"1/601","4/654","Sh3glb1","Mapk3/Rragd/Mios/Prkd1"
"BP","GO:0038202","TORC1 signaling",0.852701624748302,0.610168123933928,0.922494140897337,0.813934145568653,"1/601","2/654","Sik3","Rragd/Fnip2"
"BP","GO:0060323","head morphogenesis",0.852701624748302,0.876149759203964,0.922494140897337,0.952633775919379,"1/601","1/654","Arid5b","Dlx5"
"BP","GO:0098586","cellular response to virus",0.852701624748302,0.610168123933928,0.922494140897337,0.813934145568653,"1/601","2/654","Arf1","Flt3/Zc3hav1"
"CC","GO:1902554","serine/threonine protein kinase complex",0.852803536835968,0.709971244715787,0.988612999376591,0.99999995667437,"2/606","3/659","Ccnd1/Cdk13","Ccnd2/Ccnjl/Tgfbr1"
"BP","GO:1903046","meiotic cell cycle process",0.854277401704526,0.785241970338356,0.923721887262443,0.901411897955478,"4/601","5/654","Actr2/Myh9/Fancd2/Smc2","Pde3a/Camk2b/Grb14/Wnt5a/Chtf18"
"BP","GO:1903708","positive regulation of hemopoiesis",0.854277401704526,0.203062698627238,0.923721887262443,0.530614863039253,"4/601","9/654","Rasgrp1/Cyld/Inpp5d/Ppargc1b","Jun/Gas6/Prkca/Jag1/Gpr68/Car2/Shh/Atp11c/Stat5b"
"BP","GO:0016054","organic acid catabolic process",0.855355571613497,0.389220596200099,0.924410586809532,0.737694231594279,"5/601","9/654","Nos1/Gls/Ivd/Acox1/Irs2","Gad2/Tdo2/Abcd2/Aldh5a1/Cemip/Slc27a2/Cnr1/Blmh/Abat"
"BP","GO:0046395","carboxylic acid catabolic process",0.855355571613497,0.389220596200099,0.924410586809532,0.737694231594279,"5/601","9/654","Nos1/Gls/Ivd/Acox1/Irs2","Gad2/Tdo2/Abcd2/Aldh5a1/Cemip/Slc27a2/Cnr1/Blmh/Abat"
"MF","GO:0017171","serine hydrolase activity",0.855945679142185,0.507660560371119,0.926190461321027,0.810412081476686,"2/595","4/653","Cpd/Pcsk1","Reln/Apeh/Pcsk5/Htra1"
"MF","GO:0031490","chromatin DNA binding",0.855945679142185,0.977571041122512,0.926190461321027,0.999948258971086,"2/595","1/653","Per1/Thra","H3f3b"
"BP","GO:0043648","dicarboxylic acid metabolic process",0.85595422190924,0.886974941214385,0.924580610930579,0.960056522897213,"2/601","2/654","Gpt2/Gls","Gad2/Aldh5a1"
"BP","GO:0046425","regulation of JAK-STAT cascade",0.85595422190924,0.302605377027889,0.924580610930579,0.65583072268546,"2/601","5/654","Kit/Agap2","Erbb4/Igf1/Gfra2/Crlf1/Neurod1"
"BP","GO:0031398","positive regulation of protein ubiquitination",0.856641770704114,0.893126141136128,0.925084798775835,0.962504853965211,"3/601","3/654","Lrrk2/Fkbp1a/Hspa5","Cblb/Ngf/Fam107a"
"CC","GO:0031304","intrinsic component of mitochondrial inner membrane",0.857332873264296,0.880211237875044,0.991078185699773,0.99999995667437,"1/606","1/659","CYTB","Mcu"
"BP","GO:0006753","nucleoside phosphate metabolic process",0.857655115642973,0.930271905409832,0.925892436012826,0.980881965157671,"18/601","18/654","Pde1a/Lrrk2/Cbfa2t3/Nos1/Gpd2/Pgam1/Gpd1l/App/Eno2/Far2/ND2/Ak4/Ldha/ND5/CYTB/Htr2a/Myh7/Hdac4","Tdo2/Gucy1a1/Igf1/Pde5a/Atp2b2/Esrrb/Slc27a3/Rora/Dlat/Nmnat2/Zbtb20/Acsl6/Aldoc/Dgat2/Gars/Adcy1/Adcyap1/Npr1"
"BP","GO:0010952","positive regulation of peptidase activity",0.85839318575196,0.790873175751642,0.925892436012826,0.904290325155485,"4/601","5/654","Grin2b/Ppm1f/Ttbk1/Gsn","St18/Mapk3/Ngfr/Ddx3x/Bok"
"BP","GO:0000959","mitochondrial RNA metabolic process",0.859599421501167,0.882460968295487,0.925892436012826,0.955939401286622,"1/601","1/654","Ppargc1b","Gars"
"BP","GO:0006805","xenobiotic metabolic process",0.859599421501167,0.346269327556258,0.925892436012826,0.698570361718885,"1/601","3/654","Gsta4","Rora/Gstm7/Stat5b"
"BP","GO:0019748","secondary metabolic process",0.859599421501167,0.623701395543039,0.925892436012826,0.822426423355433,"1/601","2/654","Pgam1","Pam/Wnt5a"
"BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein",0.859599421501167,0.346269327556258,0.925892436012826,0.698570361718885,"1/601","3/654","Kit","Erbb4/Igf1/Crlf1"
"BP","GO:0043297","apical junction assembly",0.859599421501167,0.623701395543039,0.925892436012826,0.822426423355433,"1/601","2/654","Abi2","Ocln/Pard3"
"BP","GO:0048332","mesoderm morphogenesis",0.859599421501167,0.346269327556258,0.925892436012826,0.698570361718885,"1/601","3/654","Bmpr2","Eya1/Wnt5a/Fgfr1"
"BP","GO:0061371","determination of heart left/right asymmetry",0.859599421501167,0.153237460189984,0.925892436012826,0.465278946705465,"1/601","4/654","Ift172","Mef2c/Vangl2/Wnt5a/Shh"
