"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000092241.1",784,"ENSMUSG00000092241.1","ENSMUSG00000092241","antisense","Gm20522",105245272,0.109323141745201,0.140360735556577,-1.56069495290146,0.190854616672489,0.850556786245902,0.962133017558396,-5.4921791867183
"ENSMUSG00000043311.7",2280,"ENSMUSG00000043311.7","ENSMUSG00000043311","protein_coding","D17H6S53E",114585,3.79123617893009,-0.185989619679128,3.12084807374364,-0.799886292698597,0.433142204398749,0.783484956854781,-6.08883127612177
"ENSMUSG00000024392.17",6215,"ENSMUSG00000024392.17","ENSMUSG00000024392","protein_coding","Bag6",224727,25.4942634118645,-0.00811256003326887,7.30874539906995,-0.103293357923206,0.918755255377691,0.97651918192185,-7.50051850352157
"ENSMUSG00000024393.14",7631,"ENSMUSG00000024393.14","ENSMUSG00000024393","protein_coding","Prrc2a",53761,52.0271306490548,0.143810842557709,8.62901043634252,1.76258057041731,0.0931933908795123,0.387827190210431,-6.28142928380586
"ENSMUSG00000064853.1",134,"ENSMUSG00000064853.1","ENSMUSG00000064853","snoRNA","Gm23442",NA,6.68582445655678,-0.152818463682239,-0.431215846772734,-0.19075306307858,0.85063529830557,0.962133017558396,-5.57602785372331
"ENSMUSG00000090936.2",1555,"ENSMUSG00000090936.2","ENSMUSG00000090936","lincRNA","Gm17705",NA,0.290966982089719,-1.00134192546899,-0.687309231345846,-1.51921973324851,0.144303228869037,0.488174152144625,-4.59401422501004
"ENSMUSG00000024397.14",1532,"ENSMUSG00000024397.14","ENSMUSG00000024397","protein_coding","Aif1",11629,0.304418057076477,-0.380438671739424,-0.604933867915665,-0.582839194323163,0.56649282864043,0.858504561120989,-5.42851510726988
"ENSMUSG00000073412.6",415,"ENSMUSG00000073412.6","ENSMUSG00000073412","protein_coding","Lst1",16988,0.73628579314899,-0.166024102467156,-0.869094284702524,-0.272047325821358,0.788364437538405,0.951401019022315,-5.51615000629494
"ENSMUSG00000024399.5",1516,"ENSMUSG00000024399.5","ENSMUSG00000024399","protein_coding","Ltb",16994,0.136967471007175,0.145230257162881,-1.49002854402189,0.170496425461346,0.866326686155222,0.963340155904535,-5.50679951091831
"ENSMUSG00000042419.8",1746,"ENSMUSG00000042419.8","ENSMUSG00000042419","protein_coding","Nfkbil1",18038,0.742547836008668,0.568188749396055,0.506880213741566,1.05333250405862,0.304704655896315,0.682044462835632,-5.23956512292132
"ENSMUSG00000024403.16",2510,"ENSMUSG00000024403.16","ENSMUSG00000024403","protein_coding","Atp6v1g2",66237,164.788793859038,0.194972812477248,8.69083829795194,3.20879700516566,0.0043924669691652,0.0548980601992588,-3.45701996010395
"ENSMUSG00000019432.15",3783,"ENSMUSG00000019432.15","ENSMUSG00000019432","protein_coding","Ddx39b",53817,17.3431850307097,0.0534120878353853,6.03863622499433,0.507841595606992,0.617099945381956,0.885599344359788,-7.08665578757503
"ENSMUSG00000065273.1",76,"ENSMUSG00000065273.1","ENSMUSG00000065273","snoRNA","Gm25128",NA,1.15823399370954,-0.795529790592484,-1.58165651681779,-1.11419313743439,0.278361151373668,0.65567914208974,-4.98234933649894
"ENSMUSG00000073411.11",2579,"ENSMUSG00000073411.11","ENSMUSG00000073411","protein_coding","H2-D1",14964,1.68138634901932,-1.58705618728296,1.82306982994254,-3.23237505374807,0.00416179669125211,0.0527842842272012,-1.90980828052258
"ENSMUSG00000091655.3",384,"ENSMUSG00000091655.3","ENSMUSG00000091655","processed_pseudogene","Gm8741",NA,11.6389003724015,-0.0256111588147416,2.09990410185086,-0.063792905709392,0.949766184886019,0.986523076433673,-6.11398116462417
"ENSMUSG00000035929.11",2596,"ENSMUSG00000035929.11","ENSMUSG00000035929","protein_coding","H2-Q4",15015,0.145087222224987,-0.69413629062645,-1.31749610003094,-0.78822240684898,0.439777331828029,0.787588034357449,-5.25619827891421
"ENSMUSG00000050410.15",1782,"ENSMUSG00000050410.15","ENSMUSG00000050410","protein_coding","Tcf19",106795,0.681315992423873,-1.33890036266024,0.038262934262531,-1.79251121239374,0.0881380245117541,0.376809145281013,-4.29933223804206
"ENSMUSG00000040312.14",5508,"ENSMUSG00000040312.14","ENSMUSG00000040312","protein_coding","Cchcr1",240084,0.12906515218173,0.416111281768647,-0.193645555598558,0.658913442707549,0.517439914031879,0.832246352239402,-5.43277899787465
"ENSMUSG00000039518.7",2678,"ENSMUSG00000039518.7","ENSMUSG00000039518","protein_coding","Cdsn",386463,0.215606020018454,0.543074559082499,-0.442639486240176,0.845146021478884,0.407991434485165,0.764626497153443,-5.29539326399304
"ENSMUSG00000038838.15",5460,"ENSMUSG00000038838.15","ENSMUSG00000038838","protein_coding","Vars2",68915,1.50426078751954,0.110739249233718,3.05564154274996,0.44014163607769,0.664537801526521,0.908347036845811,-6.29697184365105
"ENSMUSG00000001524.14",3313,"ENSMUSG00000001524.14","ENSMUSG00000001524","protein_coding","Gtf2h4",14885,2.32564729275854,-0.301678414818358,2.9738941236004,-1.19608884458184,0.245601139137912,0.621262348884561,-5.63557789457381
"ENSMUSG00000003534.17",4774,"ENSMUSG00000003534.17","ENSMUSG00000003534","protein_coding","Ddr1",12305,3.15868945024074,-0.807921031179407,3.8809437278735,-4.02006045031927,0.000667312454816944,0.0139658963758118,-0.528797066169411
"ENSMUSG00000003541.6",1131,"ENSMUSG00000003541.6","ENSMUSG00000003541","protein_coding","Ier3",15937,1.22844360171977,-1.1649324616009,0.45158900022335,-1.95527880017118,0.0646178405383833,0.314307430891118,-4.0980665227891
"ENSMUSG00000059714.13",2893,"ENSMUSG00000059714.13","ENSMUSG00000059714","protein_coding","Flot1",14251,20.7036878835818,0.0871825764936066,5.90570187468038,0.769274660201927,0.450688869722255,0.794600560009038,-6.88252160364008
"ENSMUSG00000001525.10",3327,"ENSMUSG00000001525.10","ENSMUSG00000001525","protein_coding","Tubb5",22154,146.348336211526,-0.0241135407973619,8.92578413691733,-0.357306094724647,0.724592132709781,0.930286916902072,-7.79393780206906
"ENSMUSG00000061607.14",7421,"ENSMUSG00000061607.14","ENSMUSG00000061607","protein_coding","Mdc1",240087,2.72443143150169,0.153142662185191,4.32727825112202,0.745865337870514,0.464395200362397,0.801884231438831,-6.49261967750984
"ENSMUSG00000059791.14",1466,"ENSMUSG00000059791.14","ENSMUSG00000059791","protein_coding","Nrm",106582,0.171100834244335,0.145025431587016,-1.13107616692253,0.193870458154785,0.848225940586981,0.961961264773418,-5.52454148772976
"ENSMUSG00000034595.17",4317,"ENSMUSG00000034595.17","ENSMUSG00000034595","protein_coding","Ppp1r18",76448,0.148664719809606,-0.769103240077201,-0.551471698825038,-0.889069549741978,0.384497569481996,0.749804583981324,-5.23218051954424
"ENSMUSG00000024422.14",4094,"ENSMUSG00000024422.14","ENSMUSG00000024422","protein_coding","Dhx16",69192,3.51044838790227,-0.159653400032768,3.8271176560489,-0.643298222304231,0.527312740570802,0.839393348637542,-6.39317817836119
"ENSMUSG00000050705.15",2414,"ENSMUSG00000050705.15","ENSMUSG00000050705","protein_coding","2310061I04Rik",69662,6.04489341383634,-0.423531163788635,3.8604086764265,-2.11568767878543,0.0470669352842481,0.262162606014674,-4.51662611848637
"ENSMUSG00000024426.17",4586,"ENSMUSG00000024426.17","ENSMUSG00000024426","protein_coding","Atat1",73242,7.42107183514326,0.262036937984773,5.07859445330689,1.73596228154524,0.0978976603301648,0.398295329283963,-5.53585706244395
"ENSMUSG00000024436.16",2089,"ENSMUSG00000024436.16","ENSMUSG00000024436","protein_coding","Mrps18b",66973,3.63007180464846,0.0989448951507395,2.95290835225597,0.379061001132618,0.708622916600902,0.925069251952126,-6.28578820401
"ENSMUSG00000039220.16",5623,"ENSMUSG00000039220.16","ENSMUSG00000039220","protein_coding","Ppp1r10",52040,8.93184047684677,0.0903562525512149,5.65284125421423,0.79299539912838,0.43705460373506,0.785267961725989,-6.80912456439503
"ENSMUSG00000049832.6",327,"ENSMUSG00000049832.6","ENSMUSG00000049832","processed_pseudogene","Rbx1-ps",NA,0.420487491237744,-0.262591144023219,-1.41936213514231,-0.375964543814094,0.710887685421423,0.925608407816311,-5.46082067752377
"ENSMUSG00000038762.15",4410,"ENSMUSG00000038762.15","ENSMUSG00000038762","protein_coding","Abcf1",224742,18.2205550186989,0.0736284604399545,6.33109853097065,0.769189494779334,0.450738284260958,0.7946066408341,-6.99208010678404
"ENSMUSG00000038500.15",3783,"ENSMUSG00000038500.15","ENSMUSG00000038500","protein_coding","Prr3",75210,3.89404172034858,0.0329750241853578,3.81146858029384,0.119810734619836,0.905824229518305,0.973953291028049,-6.62274410272235
"ENSMUSG00000024429.9",3077,"ENSMUSG00000024429.9","ENSMUSG00000024429","protein_coding","Gnl1",14670,24.2904390270256,0.258059943755563,6.22223967969785,2.53424370122497,0.0197001077540381,0.156938139513391,-4.37284355614241
"ENSMUSG00000092368.1",1111,"ENSMUSG00000092368.1","ENSMUSG00000092368","antisense","A930015D03Rik",NA,1.65207433867109,-0.76967693332785,0.867669789069959,-1.34796290933272,0.192688173441498,0.557956525005556,-4.960734982814
"ENSMUSG00000053835.17",2182,"ENSMUSG00000053835.17","ENSMUSG00000053835","protein_coding","H2-T24",15042,2.30616714098725,0.537829107820812,2.29319577880166,1.53570327214654,0.14022546264024,0.480707813509686,-5.03588340832447
"ENSMUSG00000067212.8",2889,"ENSMUSG00000067212.8","ENSMUSG00000067212","protein_coding","H2-T23",15040,0.464717305341455,-0.674214914234135,0.38668370496837,-1.02708741646108,0.316598842391968,0.694196370932261,-5.22967078667703
"ENSMUSG00000056116.18",3414,"ENSMUSG00000056116.18","ENSMUSG00000056116","protein_coding","H2-T22",15039,0.889725988507663,-0.474334437974825,1.62846413808713,-1.08518260469848,0.290703470701444,0.669873486805633,-5.3933679653898
"ENSMUSG00000073405.6",1067,"ENSMUSG00000073405.6","ENSMUSG00000073405","unprocessed_pseudogene","H2-T-ps",667803,0.227918790662115,-0.651891524598786,-1.22586812723503,-0.970123205364743,0.343531347844986,0.717191272719884,-5.12460237896627
"ENSMUSG00000073980.5",845,"ENSMUSG00000073980.5","ENSMUSG00000073980","unprocessed_pseudogene","Gm9574",NA,0.107917458765364,-0.257095770638977,-1.68352255192917,-0.334747501354897,0.741288512581233,0.936538370020593,-5.45379042701423
"ENSMUSG00000092289.1",547,"ENSMUSG00000092289.1","ENSMUSG00000092289","processed_pseudogene","Gm6659",NA,0.178181348141291,-0.37566812703486,-1.68352255192917,-0.480663653037317,0.635953220698543,0.894722909595968,-5.40196215590456
"ENSMUSG00000024446.13",1218,"ENSMUSG00000024446.13","ENSMUSG00000024446","protein_coding","Rpp21",67676,1.77141641293876,-1.24590601973122,1.10211607934501,-2.45454962257092,0.0233548380900429,0.172979899769739,-3.33041719542932
"ENSMUSG00000045409.16",7223,"ENSMUSG00000045409.16","ENSMUSG00000045409","protein_coding","Trim39",79263,1.09608690735815,-0.0183301174113772,2.9587493627556,-0.0569391020806329,0.955156734327372,0.988041121072714,-6.33556270872062
"ENSMUSG00000024457.16",6868,"ENSMUSG00000024457.16","ENSMUSG00000024457","protein_coding","Trim26",22670,1.68633700547164,-0.088574001879302,3.55527567201814,-0.43825444853449,0.665882374548297,0.909404835601995,-6.43335504779255
"ENSMUSG00000036492.12",1795,"ENSMUSG00000036492.12","ENSMUSG00000036492","protein_coding","Rnf39",386454,1.03147834179239,-1.23469945367332,0.785294425639778,-2.79330245736205,0.0111972189117732,0.107534564379797,-2.69739735017695
"ENSMUSG00000036398.13",1975,"ENSMUSG00000036398.13","ENSMUSG00000036398","protein_coding","Ppp1r11",76497,16.8593846156919,-0.193357548361101,5.05385768253955,-1.22789588744098,0.233691787357271,0.60738351135445,-6.21066086445864
"ENSMUSG00000036315.13",819,"ENSMUSG00000036315.13","ENSMUSG00000036315","protein_coding","Znrd1",66136,5.20402755001091,-0.0641835963661443,2.11932544626198,-0.183026544749706,0.856613357784191,0.962454767460331,-6.0867902874039
"ENSMUSG00000036214.14",1713,"ENSMUSG00000036214.14","ENSMUSG00000036214","protein_coding","Znrd1as",76416,0.493203137117321,-0.852193988976477,-0.0151992348280959,-1.37753261451901,0.183515455213815,0.544904100701001,-4.81933380426889
"ENSMUSG00000036036.15",3786,"ENSMUSG00000036036.15","ENSMUSG00000036036","protein_coding","Zfp57",22715,0.396693998686762,-0.135260046325942,0.644240066804735,-0.238271189648314,0.814086447100784,0.952567460407938,-5.71629532704932
"ENSMUSG00000076439.12",1704,"ENSMUSG00000076439.12","ENSMUSG00000076439","protein_coding","Mog",17441,0.851254095336843,0.252908086829315,0.678137631035278,0.490953010208551,0.628784669997424,0.891113345650555,-5.63876463935078
"ENSMUSG00000024462.17",7764,"ENSMUSG00000024462.17","ENSMUSG00000024462","protein_coding","Gabbr1",54393,87.8602430433767,0.186761826011009,9.41219553440143,3.24329587873997,0.00405899777104737,0.0517081020398643,-3.54244994939075
"ENSMUSG00000067189.5",373,"ENSMUSG00000067189.5","ENSMUSG00000067189","processed_pseudogene","Gm7335",NA,8.85640945222565,-0.116370089638253,1.72068728332004,-0.267085325196454,0.79212847409962,0.952255939221857,-5.95802579387445
"ENSMUSG00000092458.1",937,"ENSMUSG00000092458.1","ENSMUSG00000092458","processed_pseudogene","Gm18737",NA,0.12820899586871,0.28064274059028,-1.68352255192917,0.355969574677552,0.725577514929753,0.930286916902072,-5.45434965406844
"ENSMUSG00000097971.3",3329,"ENSMUSG00000097971.3","ENSMUSG00000097971","lincRNA","Gm26917",NA,9.5745053275363,1.67764837180477,4.65112654813423,6.78917220593033,1.30790665610935e-06,0.000104674918352603,5.46787282255851
"ENSMUSG00000106106.2",2466,"ENSMUSG00000106106.2","ENSMUSG00000106106","rRNA","",NA,14632.1765282517,-0.143971891596383,15.1340348086216,-2.49741194967474,0.0213170051220598,0.164072603537421,-6.73418906821191
"ENSMUSG00000023919.7",2604,"ENSMUSG00000023919.7","ENSMUSG00000023919","protein_coding","Cenpq",83815,0.686110933980186,0.244336279835246,0.753072279389597,0.383694565686511,0.705239075807921,0.92466514902112,-5.69820113712806
"ENSMUSG00000023921.8",3675,"ENSMUSG00000023921.8","ENSMUSG00000023921","protein_coding","Mut",17850,8.89770600431079,0.0421955418755016,5.01451737681436,0.227113669473911,0.822632618602645,0.953311670529384,-6.94093380198874
"ENSMUSG00000042256.4",6890,"ENSMUSG00000042256.4","ENSMUSG00000042256","protein_coding","Ptchd4",627626,1.88299469771851,-2.89443897878719,2.9100715945193,-8.21511355187177,7.51644399604153e-08,1.12014454620319e-05,8.03028814587245
"ENSMUSG00000023918.12",3060,"ENSMUSG00000023918.12","ENSMUSG00000023918","protein_coding","Adgrf4",78249,0.398581344585712,-1.28844710168179,0.232149058508751,-2.0533238130637,0.0533041975095518,0.281283733323794,-3.92740977633696
"ENSMUSG00000061665.6",5399,"ENSMUSG00000061665.6","ENSMUSG00000061665","protein_coding","Cd2ap",12488,1.63945843377777,-0.267931216428883,3.16748645373602,-1.12970795180362,0.271920015188055,0.648727753595901,-5.77944076107758
"ENSMUSG00000023915.4",3626,"ENSMUSG00000023915.4","ENSMUSG00000023915","protein_coding","Tnfrsf21",94185,55.7335093337365,-0.0636065622515405,7.65023179586572,-0.596771173966192,0.557332303813747,0.854347195955876,-7.39664705544171
"ENSMUSG00000056492.5",8535,"ENSMUSG00000056492.5","ENSMUSG00000056492","protein_coding","Adgrf5",224792,0.578901057202609,-1.20686373770792,2.11720779436591,-2.68265107729576,0.0142824390241102,0.126680617449868,-3.03891798616506
"ENSMUSG00000023913.17",2905,"ENSMUSG00000023913.17","ENSMUSG00000023913","protein_coding","Pla2g7",27226,5.0498179682063,-1.25178169841431,3.76138377459915,-4.47970215656467,0.000227593170455929,0.00602511965952778,0.553303639387468
"ENSMUSG00000023912.9",2687,"ENSMUSG00000023912.9","ENSMUSG00000023912","protein_coding","Slc25a27",74011,6.95466045607916,0.258163478340081,4.23252568644392,1.53657641262256,0.140012146861011,0.480651568865511,-5.59500095964141
"ENSMUSG00000023963.9",3053,"ENSMUSG00000023963.9","ENSMUSG00000023963","protein_coding","Cyp39a1",56050,0.102118771991201,0.190636728258257,-0.991921883730225,0.266161556002768,0.792829799131732,0.952255939221857,-5.52437693133691
"ENSMUSG00000039601.15",3744,"ENSMUSG00000039601.15","ENSMUSG00000039601","protein_coding","Rcan2",53901,16.9557242951198,-1.29207518594798,5.75898177017269,-6.32938689075342,3.48108532899298e-06,0.000221240890008462,4.30716441691832
"ENSMUSG00000023960.13",4858,"ENSMUSG00000023960.13","ENSMUSG00000023960","protein_coding","Enpp5",83965,66.4094178861613,-0.0649016778166841,8.32983216941787,-0.945475255341579,0.355660234976115,0.728126300572252,-7.26877817982047
"ENSMUSG00000023961.16",4560,"ENSMUSG00000023961.16","ENSMUSG00000023961","protein_coding","Enpp4",224794,7.63784041159494,-0.0227553074157969,5.11413335092089,-0.146305359739224,0.885139806821449,0.968215135805495,-6.98097331148049
"ENSMUSG00000023959.8",5870,"ENSMUSG00000023959.8","ENSMUSG00000023959","protein_coding","Clic5",224796,0.171172120936426,-0.764765654629491,0.0277313278690161,-1.05873372943064,0.302296925540537,0.67964715201187,-5.15117419616812
"ENSMUSG00000039153.16",8837,"ENSMUSG00000039153.16","ENSMUSG00000039153","protein_coding","Runx2",12393,0.995873034506441,1.02342411011051,3.07193796337497,3.62517155690032,0.00167910516828738,0.0273836707963999,-1.27826815339226
"ENSMUSG00000038954.14",4121,"ENSMUSG00000038954.14","ENSMUSG00000038954","protein_coding","Supt3",109115,1.89926350288179,-0.279160651798087,2.97124432523593,-0.982088502541011,0.337747029564334,0.712955243810048,-5.86731475700547
"ENSMUSG00000023932.8",2989,"ENSMUSG00000023932.8","ENSMUSG00000023932","protein_coding","Cdc5l",71702,28.8919286244407,-0.126967593830217,6.42549853996152,-1.20059516394255,0.243886506456813,0.619190194906583,-6.58831126846118
"ENSMUSG00000097119.1",4897,"ENSMUSG00000097119.1","ENSMUSG00000097119","lincRNA","B230354K17Rik",NA,3.8236132034233,0.0428496221934162,4.24325637181092,0.265316710443063,0.793471363352688,0.952255939221857,-6.71323063401235
"ENSMUSG00000023935.9",1160,"ENSMUSG00000023935.9","ENSMUSG00000023935","protein_coding","Spats1",71020,0.832493213118424,-0.638258852030493,0.0391404898868785,-0.889485274749416,0.384279537014393,0.749804583981324,-5.3049420916441
"ENSMUSG00000061242.6",483,"ENSMUSG00000061242.6","ENSMUSG00000061242","processed_pseudogene","Gm9104",NA,0.226014215752345,1.06820666592299,-1.55144234353574,1.55628656446385,0.135267852337935,0.471369036228705,-4.53173900843395
"ENSMUSG00000023938.7",3348,"ENSMUSG00000023938.7","ENSMUSG00000023938","protein_coding","Aars2",224805,2.49099725835282,-0.241858057151072,3.07681266476528,-0.950026167974205,0.353399161116816,0.726620970243082,-5.92158788766748
"ENSMUSG00000023949.6",3074,"ENSMUSG00000023949.6","ENSMUSG00000023949","protein_coding","Tcte1",21645,0.357485206092873,-0.295238682838904,0.221910996193289,-0.500035855702961,0.622487806915947,0.888820245986287,-5.57749145860677
"ENSMUSG00000096847.1",4851,"ENSMUSG00000096847.1","ENSMUSG00000096847","protein_coding","Tmem151b",210573,13.2478097124631,-0.265668069705101,6.00047629632147,-2.27947084770097,0.0337096409400075,0.218307274527903,-4.79547744718912
"ENSMUSG00000023947.7",2422,"ENSMUSG00000023947.7","ENSMUSG00000023947","protein_coding","Nfkbie",18037,0.314035019638084,-1.43768204839018,-0.269121589299494,-2.3650900406182,0.0282065395850837,0.196140969351304,-3.40358171234735
"ENSMUSG00000037089.9",2326,"ENSMUSG00000037089.9","ENSMUSG00000037089","protein_coding","Slc35b2",73836,2.73251338459077,-0.283943462448291,2.67809297709844,-0.983474904937208,0.337081185247332,0.712370201060508,-5.8013738359612
"ENSMUSG00000023944.14",2999,"ENSMUSG00000023944.14","ENSMUSG00000023944","protein_coding","Hsp90ab1",15516,702.379447485752,0.0679529914320594,11.0403087536428,1.50722407939683,0.14733184211166,0.492826152202838,-7.25464757848045
"ENSMUSG00000023942.15",4008,"ENSMUSG00000023942.15","ENSMUSG00000023942","protein_coding","Slc29a1",63959,1.56897154966045,-1.42780360741103,2.50848110953404,-4.24659556181207,0.000392551661365343,0.00909656912871675,0.182521512265029
"ENSMUSG00000036026.15",5098,"ENSMUSG00000036026.15","ENSMUSG00000036026","protein_coding","Tmem63b",224807,14.0008547016865,0.0911059584857529,6.15815908683672,0.837465759792313,0.412192265159926,0.768338116003844,-6.89321173627207
"ENSMUSG00000023939.7",949,"ENSMUSG00000023939.7","ENSMUSG00000023939","protein_coding","Mrpl14",68463,1.76299535265785,-0.0312637031421417,0.869149341512418,-0.0618043235055615,0.951329971353119,0.98701083645544,-5.79072338117708
"ENSMUSG00000023951.16",4293,"ENSMUSG00000023951.16","ENSMUSG00000023951","protein_coding","Vegfa",22339,2.9304292868669,0.0485478343333671,3.59613773208519,0.186024776600729,0.85429253297761,0.962454767460331,-6.50375048156702
"ENSMUSG00000023967.9",3690,"ENSMUSG00000023967.9","ENSMUSG00000023967","protein_coding","Mrps18a",68565,5.72502036349175,-0.228506786069851,4.39318575525648,-1.27633935775213,0.216407040788928,0.585707237000057,-5.96444223297377
"ENSMUSG00000023966.8",1602,"ENSMUSG00000023966.8","ENSMUSG00000023966","protein_coding","Rsph9",75564,5.38686865938124,0.700093985508692,3.06585343430384,2.33568719600996,0.0299951314491974,0.203423239451657,-3.94414934719072
"ENSMUSG00000034509.8",1269,"ENSMUSG00000034509.8","ENSMUSG00000034509","protein_coding","Mad2l1bp",66591,1.78878804731826,0.935073891605449,1.05276975727193,1.56528003662009,0.133147896269494,0.46921234696471,-4.76157738353683
"ENSMUSG00000023952.13",5305,"ENSMUSG00000023952.13","ENSMUSG00000023952","protein_coding","Gtpbp2",56055,4.31865614805235,-0.169950349429054,4.52350575612753,-1.08060109853332,0.292688347648591,0.671588298837463,-6.23175053168233
"ENSMUSG00000023953.8",2569,"ENSMUSG00000023953.8","ENSMUSG00000023953","protein_coding","Polh",80905,1.41909470868103,-0.216803512691371,1.9174831004551,-0.562310756477501,0.580130832365982,0.86631797405965,-5.89532497550474
"ENSMUSG00000067150.5",3709,"ENSMUSG00000067150.5","ENSMUSG00000067150","protein_coding","Xpo5",72322,17.2469260648465,0.0186935130250721,6.00200345506111,0.17532652279764,0.862579738524721,0.962454767460331,-7.19508406368538
"ENSMUSG00000067148.15",2278,"ENSMUSG00000067148.15","ENSMUSG00000067148","protein_coding","Polr1c",20016,2.92369658028768,-0.787481232145109,2.67658060930874,-2.46321491798908,0.0229287277005764,0.171466422450673,-3.58282113254594
"ENSMUSG00000071074.9",2693,"ENSMUSG00000071074.9","ENSMUSG00000071074","protein_coding","Yipf3",28064,9.81258255799032,-0.365497585503775,4.70514488148119,-2.04145345522848,0.0545723556918849,0.285043707983186,-4.90112698083386
"ENSMUSG00000071073.4",1384,"ENSMUSG00000071073.4","ENSMUSG00000071073","protein_coding","Lrrc73",224813,6.1361558753428,0.154480592174907,3.04025555355345,0.489787900091215,0.629594526739787,0.891791537102928,-6.27251582516663
"ENSMUSG00000012296.15",2595,"ENSMUSG00000012296.15","ENSMUSG00000012296","protein_coding","Tjap1",74094,1.57420305184654,0.358011585994498,2.04144116771001,0.992122095666231,0.332948723604992,0.707728836853402,-5.60390113870557
"ENSMUSG00000047428.14",2113,"ENSMUSG00000047428.14","ENSMUSG00000047428","protein_coding","Dlk2",106565,2.37599009543541,0.332087926892475,2.32331604528949,1.03583606023222,0.312598038071713,0.689182793539816,-5.66998408359257
"ENSMUSG00000032842.13",6856,"ENSMUSG00000032842.13","ENSMUSG00000032842","protein_coding","Abcc10",224814,0.346408138153196,0.544604884676361,1.27527868076913,1.10202879185502,0.283488930324553,0.662621861760154,-5.34241854560123
"ENSMUSG00000015597.16",8594,"ENSMUSG00000015597.16","ENSMUSG00000015597","protein_coding","Zfp318",57908,8.31701905168305,0.0889613074388981,6.15581955836605,0.704915747432601,0.488962723299914,0.817396634531052,-6.98956641788529
"ENSMUSG00000091742.1",522,"ENSMUSG00000091742.1","ENSMUSG00000091742","protein_coding","Gm5093",NA,0.415245619911023,0.315162138371794,-1.22586812723503,0.475264409897288,0.639729645059861,0.895416368936497,-5.45285124888139
"ENSMUSG00000015599.8",6959,"ENSMUSG00000015599.8","ENSMUSG00000015599","protein_coding","Ttbk1",106763,13.9730567548111,0.339505928280726,6.60059939646234,3.64808871347549,0.00159185237353914,0.0262329380184663,-2.02549655660259
"ENSMUSG00000040658.6",1106,"ENSMUSG00000040658.6","ENSMUSG00000040658","protein_coding","Dnph1",381101,0.766014982112866,0.295385169101657,-0.0965891453085444,0.478011231872918,0.637807155077057,0.895042611906296,-5.54996193519968
"ENSMUSG00000040327.16",12198,"ENSMUSG00000040327.16","ENSMUSG00000040327","protein_coding","Cul9",78309,6.88910788340179,-0.0141582360673891,6.39355993881686,-0.136547978110809,0.892748446957773,0.970137188996669,-7.29150389980263
"ENSMUSG00000015605.5",4093,"ENSMUSG00000015605.5","ENSMUSG00000015605","protein_coding","Srf",20807,9.62014810715737,0.387685513045266,5.29002037991114,2.69712760477697,0.0138371477410697,0.123939260621695,-3.817084985673
"ENSMUSG00000023972.9",4255,"ENSMUSG00000023972.9","ENSMUSG00000023972","protein_coding","Ptk7",71461,1.36217180462263,0.468114841094328,2.55965776415828,1.61420317952732,0.122095259699748,0.449172324841359,-5.00440616196721
"ENSMUSG00000003546.9",2322,"ENSMUSG00000003546.9","ENSMUSG00000003546","protein_coding","Klc4",74764,2.63517062664572,-0.0192104160749268,2.64080169434586,-0.0619381981644403,0.95122468824334,0.98701083645544,-6.26469219762344
"ENSMUSG00000002767.13",1170,"ENSMUSG00000002767.13","ENSMUSG00000002767","protein_coding","Mrpl2",27398,11.5263046955425,-0.216351237463181,3.76847632177868,-1.11331137505259,0.278730553504687,0.65601294464745,-5.98611822943671
"ENSMUSG00000038545.13",7410,"ENSMUSG00000038545.13","ENSMUSG00000038545","protein_coding","Cul7",66515,2.28101200125952,-0.201412625583161,4.06639517628986,-0.988917017709664,0.33447629734486,0.709519538291961,-6.19285981256628
"ENSMUSG00000023971.8",1195,"ENSMUSG00000023971.8","ENSMUSG00000023971","protein_coding","Rrp36",224823,3.94201237766945,-0.214233457465975,2.29874090670639,-0.704294049761055,0.489341437317553,0.817630300589494,-5.8989304478034
"ENSMUSG00000063576.11",2126,"ENSMUSG00000063576.11","ENSMUSG00000063576","protein_coding","Klhdc3",71765,24.6351564957472,0.0301677568681545,5.71067688227349,0.251274391895316,0.804156606008404,0.952255939221857,-7.10679109002125
"ENSMUSG00000002768.7",840,"ENSMUSG00000002768.7","ENSMUSG00000002768","protein_coding","Mea1",17256,16.5419811809221,0.29849385115177,3.80424136574963,1.481252283311,0.154068290691443,0.502089253791821,-5.5502246118138
"ENSMUSG00000059409.8",2926,"ENSMUSG00000059409.8","ENSMUSG00000059409","protein_coding","Ppp2r5d",21770,26.5657531129029,0.220678428827406,6.28119205627038,2.1849075941719,0.0409231953406036,0.242522892647588,-5.05499005577925
"ENSMUSG00000002763.16",3796,"ENSMUSG00000002763.16","ENSMUSG00000002763","protein_coding","Pex6",224824,7.15804938339056,-0.105015463677486,4.75573238557667,-0.597183932857381,0.55706209521882,0.854347195955876,-6.69063666827657
"ENSMUSG00000002769.8",1206,"ENSMUSG00000002769.8","ENSMUSG00000002769","protein_coding","Gnmt",14711,0.205425115467862,0.577113224780508,-1.35794833562846,0.762931423327452,0.454378357285924,0.79684482477494,-5.29720331336121
