"","OR_retro","Pval_retro","NumSig_retro","adjPval_retro","OR_syn","Pval_syn","NumSig_syn","adjPval_syn","setSize","ID","OR_retro_neuronBG","Pval_retro_neuronBG","OR_syn_neuronBG","Pval_syn_neuronBG","gsea_pvalue_projectorEnrich"
"Dysuria",1.07575672802513,0.756929332169428,12,0.828936199555874,0.799728151843373,0.656204397679161,10,0.743718599643996,326,"MESH:D053159",1.18697182725881,0.60062210711793,0.826476385717509,0.735380119505583,0.714607012695104
"Cholecystitis",1.07461799594504,0.758762477637236,3,0.830003750990053,0.97177798879644,1,3,1,76,"MESH:D002764",1.12472588859974,0.74312774766447,0.99483429317087,1,0.74517701605578
"Endotoxemia",1.03743312828942,0.765945312107013,3,0.83691425627964,1.2747713872014,0.560297123102487,4,0.666087489002956,102,"MESH:D019446",0.748234346296903,0.779629069025089,0.947207772432426,1,0.902144246373356
"Cholangitis",1.01975736651551,0.76964857573878,3,0.839303796021237,1.25268973221448,0.565600655766507,4,0.671609626172104,111,"MESH:D002761",1.25017433765073,0.724575764848087,1.66176512250821,0.489973710449243,0.933659413855454
"Infant, Premature, Diseases",0.6563509467615,0.769868114861259,2,0.839303796021237,1.2313565855763,0.571101566457969,4,0.676566315664493,93,"MESH:D007235",0.748654528315339,1,1.66176512250821,0.489973710449243,0.959976781380078
"Adenocarcinoma of lung",0.579866501908725,0.775612254864053,2,0.844613795555787,1.68075010704847,0.273821671839319,6,0.404614636602773,94,"MESH:C538231",0.575165773712918,0.750529651301158,2.22117058534778,0.129455625885761,0.946265993133364
"Splenomegaly",1.04439503510634,0.787753010044363,36,0.856869697089876,1.20768639133301,0.230086237608839,45,0.361614733992321,949,"MESH:D013163",0.991360648205091,1,1.18777772239299,0.35120639850781,0.982486508461722
"Carcinoma, Adenoid Cystic",1.05582595716499,0.79192860618638,4,0.860079919679193,1.47523110257425,0.312684933624676,6,0.443680664352244,100,"MESH:D003528",0.711895310015502,0.804861785579453,1.04763669236994,1,0.326642950461001
"Carcinoma, Renal Cell",0.900403021602407,0.792483152465523,14,0.860079919679193,0.937902631071257,0.899800285194047,16,0.955042966595138,435,"MESH:D002292",0.91846450459605,0.883239063539203,0.963828134518341,1,0.946663667722226
"Pituitary Neoplasms",1.02856691283288,0.796548431825195,4,0.863522795487627,3.1486140883942,0.00107461566917112,12,0.00519482456186988,107,"MESH:D010911",0.831617695593993,1,4.03150620455298,0.00136405358426342,0.945311519561787
"Pericarditis",1.01545817736344,0.798960079808859,4,0.865167298068496,1.67807972635119,0.206668393109304,7,0.330928981116939,112,"MESH:D010493",1.15394690162672,0.767754752788983,2.33465288677912,0.0866951384069942,0.721963852750123
"Head and Neck Neoplasms",1.06679902731188,0.80003024891641,18,0.865357103693701,1.07904293087328,0.716991440935759,20,0.795790282649047,494,"MESH:D006258",0.962408583267408,1,0.974579626916332,1,0.572992465464161
"Diabetes Complications",1.09057848612829,0.808473461946124,5,0.873512667823354,1.63839624293265,0.168442311781604,8,0.289244373766391,139,"MESH:D048909",0.985961987368777,1,1.66581724791296,0.230239108890292,0.807572008357635
"Polycystic Ovary Syndrome",1.05591946546088,0.812719296180653,5,0.877120043980682,0.754447452412681,0.820229546895365,4,0.88345737891581,151,"MESH:D011085",0.850413312942961,1,0.574265547102968,0.366757651612006,0.399474426939913
"Osteoporosis, Postmenopausal",1.02332201675515,0.817556351842138,5,0.881356736043866,1.53414444922479,0.259168386520855,8,0.393966846872239,161,"MESH:D015663",0.621464572417106,0.407154583913381,0.982362668649739,1,0.650806272424659
"Pseudotumor Cerebri",1.06545424842287,0.827282275116092,6,0.890848507836593,1.67453469782744,0.140932667196508,10,0.261036062905081,180,"MESH:D011559",0.801021270719865,0.832310576837894,1.38743558122958,0.412968818543369,0.837727581216074
"Erythema",1.04471343647518,0.833791083376384,26,0.896858707035554,1.6578579522797,0.00349008523707967,43,0.013798011402408,738,"MESH:D004890",0.756666257352642,0.222290177412198,1.31681054516709,0.140067483617134,0.998131080820138
"Urticaria",1.05006316081456,0.859473352850853,9,0.923456369118638,1.53209075895834,0.128580702033237,14,0.246064382877865,289,"MESH:D014581",0.885794461373002,0.857967575027879,1.41548310914001,0.295434008004041,0.976391131524788
"Hypesthesia",1.03424952495701,0.867806680397193,10,0.931375205265356,1.23949609849235,0.42684148390961,13,0.55043432914312,297,"MESH:D006987",1.0717748997278,0.853956716134407,1.35401122499257,0.373532183101277,0.626589687434653
"Mesothelioma",1.01566802004105,0.880601531914749,12,0.944059513704615,0.99933139082606,1,13,1,318,"MESH:D008654",1.04661801967058,0.867911870306056,1.02696127919353,0.873242789587388,0.750054159180009
"Eosinophilia",1.02693386367456,0.884126734877719,13,0.946789094824756,1.23981393829597,0.402098199098027,17,0.527850917734861,428,"MESH:D004802",0.883185669135441,0.765188413957745,1.10815299217863,0.770959531922619,0.981645051769752
"Ventricular Premature Complexes",1.04188149925389,0.890990942597007,15,0.953084337932861,1.42958888063794,0.116267789221007,22,0.227311447990632,410,"MESH:D018879",0.713526576478722,0.300213879715754,1.02849103102851,0.900796651692201,0.989376436096376
"Adenoma, Liver Cell",1.00968132854174,0.924053194966047,157,0.987358496720627,1.33146055570615,0.00119295529244111,208,0.00565960185251129,4198,"MESH:D018248",0.884850335329993,0.260842494632423,1.24084476240808,0.0262963074571228,0.999999996335981
"Nephritis",1.0064911024831,0.952535798007613,87,1,1.17105923076221,0.15460199918213,108,0.269102455914288,2214,"MESH:D009393",0.820872919112131,0.138002439676162,0.980790467503816,0.905013647752744,0.99977406677492
"Acidosis, Respiratory",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D000142",0,1,3.31790667183072,0.409755927300757,0.533672623151729
"Acromegaly",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:D000172",0,1,Inf,0.231685944619702,0.947811124622084
"Adenoma, Bile Duct",0,1,0,NA,1.65018178764221,0.474887450233753,1,0.588560387896025,15,"MESH:D002759",0,0.585268051182681,1.10553191677488,1,0.899820585264087
"Alagille Syndrome",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D016738",0,1,Inf,0.231685944619702,0.926409334814866
"Alexander Disease",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D038261",0,1,Inf,0.231685944619702,0.853535364104798
"Aneurysm, Dissecting",0,1,0,NA,4.53984137152478,0.23533425517217,1,0.36425028873386,5,"MESH:D000784",0,1,Inf,0.231685944619702,0.775427299832551
"ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"OMIM:207410",0,1,Inf,0.231685944619702,0.825199969923885
"Asthenozoospermia",0.958307891789676,1,11,1,0.865436844511651,0.770021322177897,11,0.840023260557706,305,"MESH:D053627",0.957781311928324,1,0.84581003140166,0.745221144753888,0.614518438149248
"Auditory Neuropathy, Autosomal Dominant, 1",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C563790",0,1,Inf,0.231685944619702,0.610869996459506
"Auditory Perceptual Disorders",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,4,"MESH:D001308",0,1,3.31790667183072,0.409755927300757,0.523812576405104
"Back Pain",0.715725539100327,1,1,1,0.647412459234873,1,1,1,45,"MESH:D001416",0.749073313908822,1,0.662823785796787,1,0.748120986987139
"Barrett Esophagus",0,1,0,NA,4.54521224919304,0.0928484474438478,2,0.204859927613576,14,"MESH:D001471",0,0.590763358682805,2.21376182108399,0.328576429179753,0.838796873923929
"Bronchial Diseases",0,1,0,NA,4.53984137152478,0.23533425517217,1,0.36425028873386,9,"MESH:D001982",0,1,3.31790667183072,0.409755927300757,0.788518730779149
"Brugada Syndrome",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,5,"MESH:D053840",0,1,3.31790667183072,0.409755927300757,0.837173609950464
"Burns, Chemical",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,6,"MESH:D002057",0,1,Inf,0.231685944619702,0.840083152602955
"Corneal Ulcer",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D003320",0,1,Inf,0.231685944619702,0.976984934885327
"Cough",0.947860440715068,1,7,1,1.53199770263001,0.147194615155138,12,0.261036062905081,242,"MESH:D003371",0.872880297552916,0.841926068340797,1.60241439006756,0.174350211950692,0.984134675211664
"Cranial Nerve Diseases",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,4,"MESH:D003389",0,1,Inf,0.231685944619702,0.638010462063829
"Crohn Disease",0,1,0,NA,1.06731906469575,0.619568670051952,1,0.712469045606528,43,"MESH:D003424",0,0.585268051182681,1.10553191677488,1,0.1219836046221
"Cyanosis",0,1,0,NA,2.01718930444801,0.415350021283254,1,0.539003844413384,16,"MESH:D003490",0,1,Inf,0.231685944619702,0.771035990318869
"Cystic Fibrosis",0,1,0,NA,2.01718930444801,0.415350021283254,1,0.539003844413384,21,"MESH:D003550",0,1,3.31790667183072,0.409755927300757,0.601680130096849
"Diabetes Mellitus, Transient Neonatal, 1",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,4,"MESH:C563322",0,1,Inf,0.231685944619702,0.909464860921375
"Diabetic Angiopathies",0.81204001454308,1,3,1,0.994058132708574,1,4,1,114,"MESH:D003925",0.936501415077736,1,1.20707776684491,0.76005397393746,0.814608151988082
"DiGeorge Syndrome",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,5,"MESH:D004062",0,1,Inf,0.231685944619702,0.637892454595056
"Down Syndrome",0,1,0,NA,6.06845109084016,0.0219155492711939,3,0.0653621644930346,15,"MESH:D004314",0,1,Inf,0.0123931669300469,0.546091958561476
"Dwarfism",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,5,"MESH:D004392",0,1,Inf,0.231685944619702,0.20810643632568
"Enteritis",0.702643927556347,1,2,1,1.32134351460155,0.55035210054345,4,0.656668860755539,85,"MESH:D004751",0.93660799995498,1,2.21745491168603,0.25400143838594,0.996002004991034
"Fibroma",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D005350",0,1,Inf,0.231685944619702,0.972693165778642
"Fibromatosis, Aggressive",0,1,0,NA,4.53984137152478,0.23533425517217,1,0.36425028873386,7,"MESH:D018222",0,1,Inf,0.231685944619702,0.520875103277938
"Gas Poisoning",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,6,"MESH:D005739",0,1,Inf,0.231685944619702,0.930350394325989
"Gastroesophageal Reflux",0,1,0,NA,18.1768476586543,0.0152374914076062,2,0.0482151686080724,10,"MESH:D005764",0,1,6.6437773936892,0.136061551955823,0.997485033511454
"Generalized Epilepsy With Febrile Seizures Plus, Type 1",0,1,0,NA,18.1768476586543,0.0152374914076062,2,0.0482151686080724,4,"MESH:C565809",0,1,Inf,0.0536159619386409,0.904503299876098
"Generalized Epilepsy With Febrile Seizures Plus, Type 2",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C565810",0,1,3.31790667183072,0.409755927300757,0.984397451948757
"Glaucoma",0,1,0,NA,3.63574215191934,0.127237609256723,2,0.244618422923194,18,"MESH:D005901",0,1,6.6437773936892,0.136061551955823,0.989469771620954
"Glycogen Storage Disease Type V",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D006012",0,1,Inf,0.231685944619702,0.705548650966783
"Granuloma, Plasma Cell",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D006104",0,1,3.31790667183072,0.409755927300757,0.535903889259188
"Heart Septal Defects",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D006343",0,1,Inf,0.231685944619702,0.959741968388632
"Hematemesis",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D006396",0,1,Inf,0.231685944619702,0.889819294651007
"Hypercapnia",0,1,0,NA,Inf,0.00272516438002105,2,0.0111840273021393,3,"MESH:D006935",0,1,Inf,0.0536159619386409,0.99050485723908
"Hyperlipoproteinemia Type II",0,1,0,NA,1.65018178764221,0.474887450233753,1,0.588560387896025,22,"MESH:D006938",0,0.585268051182681,1.10553191677488,1,0.22798977259323
"Hypertelorism",0,1,0,NA,1.06731906469575,0.619568670051952,1,0.712469045606528,28,"MESH:D006972",0,1,1.65875727747418,0.546603114973212,0.604535940256747
"Hypotrichosis simplex",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:C537160",0,1,Inf,0.231685944619702,0.873580824404345
"Idiopathic Hypogonadotropic Hypogonadism",0,1,0,NA,7.2742573075015,0.04803533138682,2,0.128598524972589,7,"MESH:C562785",0,1,6.6437773936892,0.136061551955823,0.974512849516783
"Ige Responsiveness, Atopic",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,9,"MESH:C564133",0,1,3.31790667183072,0.409755927300757,0.815085780549313
"Jackson-Weiss syndrome",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C537559",0,1,Inf,0.231685944619702,0.825199969923885
"Jaw Abnormalities",0,1,0,NA,12.1240564620285,0.0245217521144562,2,0.0718982880203014,8,"MESH:D007569",0,1,Inf,0.0536159619386409,0.945857753036976
"Keratoconus",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:D007640",0,1,3.31790667183072,0.409755927300757,0.598269066573872
"Labor Pain",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D048949",0,1,3.31790667183072,0.409755927300757,0.533672623151729
"Lactose Intolerance, Adult Type",0,1,0,NA,Inf,0.00272516438002105,2,0.0111840273021393,2,"MESH:C562601",0,1,Inf,0.0536159619386409,0.9924653818475
"Liddle Syndrome",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,4,"MESH:D056929",0,1,Inf,0.231685944619702,0.951386787016664
"Loeys-Dietz Syndrome",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,4,"MESH:D055947",0,1,Inf,0.231685944619702,0.678739051388485
"Macular Degeneration, Age-Related, 1",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,9,"MESH:C566411",0,1,Inf,0.231685944619702,0.779437465818795
"Mucopolysaccharidosis III",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,4,"MESH:D009084",0,1,Inf,0.231685944619702,0.613056653558948
"Multiple Organ Failure",0.903701865160336,1,6,1,1.4125554576643,0.332710226868344,10,0.464882782747549,166,"MESH:D009102",1.02214769353987,1,1.8547432778089,0.118225602996689,0.626749852561297
"Nasal Obstruction",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:D015508",0,1,3.31790667183072,0.409755927300757,0.584508504522882
"Neuritis",0,1,0,NA,4.53984137152478,0.23533425517217,1,0.36425028873386,12,"MESH:D009443",0,1,Inf,0.231685944619702,0.682238180619896
"Neuronopathy, Distal Hereditary Motor, Type V",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C563443",0,1,Inf,0.231685944619702,0.608566871257088
"Nociceptive Pain",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:D059226",0,1,3.31790667183072,0.409755927300757,0.983591431078889
"Optic Neuritis",0,1,0,NA,2.01718930444801,0.415350021283254,1,0.539003844413384,16,"MESH:D009902",0,1,3.31790667183072,0.409755927300757,0.859162665502719
"Organophosphate Poisoning",0,1,0,NA,1.65018178764221,0.474887450233753,1,0.588560387896025,20,"MESH:D062025",0,0.585268051182681,1.10553191677488,1,0.581700746704511
"Pfeiffer type acrocephalosyndactyly",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C538582",0,1,Inf,0.231685944619702,0.825199969923885
"Plasma Cell Granuloma, Pulmonary",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D016726",0,1,3.31790667183072,0.409755927300757,0.501351594967671
"Pneumococcal Infections",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,7,"MESH:D011008",0,1,Inf,0.231685944619702,0.745271289915755
"POLYDACTYLY, PREAXIAL II",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"OMIM:174500",0,1,Inf,0.231685944619702,0.778440120682397
"Puberty, Delayed",0.801809669130163,1,1,1,0.725282354769845,1,1,1,38,"MESH:D011628",0.534631788696606,1,0.473064040106228,0.690383452475367,0.72669023664095
"Pyelonephritis",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,8,"MESH:D011704",0,1,Inf,0.231685944619702,0.794327811618245
"Refractive Errors",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:D012030",0,1,Inf,0.231685944619702,0.613687869158063
"Rhabdomyosarcoma, Alveolar",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,4,"MESH:D018232",0,1,3.31790667183072,0.409755927300757,0.986845695774548
"Sacral defect and anterior sacral meningocele",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C537221",0,1,Inf,0.231685944619702,0.819659868496702
"Sarcoidosis",0,1,0,NA,6.05309716970435,0.193171754560627,1,0.316776832237685,10,"MESH:D012507",0,1,Inf,0.231685944619702,0.827492003443038
"Sinus Arrest, Cardiac",0,1,0,NA,2.27140994010812,0.241583537382057,2,0.372228411072051,32,"MESH:D054138",0,0.585268051182681,3.32142141247299,0.231134334970374,0.996857360596981
"Sphincter of Oddi Dysfunction",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D046628",0,1,3.31790667183072,0.409755927300757,0.533672623151729
"Spondylitis, Ankylosing",0,1,0,NA,3.02631362156639,0.313173507614661,1,0.443680664352244,20,"MESH:D013167",0,1,Inf,0.231685944619702,0.911845802363636
"Thyroid Hormone Resistance Syndrome",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:D018382",0,1,3.31790667183072,0.409755927300757,0.561884573034362
"TOBACCO ADDICTION, SUSCEPTIBILITY TO",0,1,0,NA,3.02631362156639,0.313173507614661,1,0.443680664352244,12,"OMIM:188890",0,1,1.65875727747418,0.546603114973212,0.345079198785519
"Van Maldergem Wetzburger Verloes syndrome",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,2,"MESH:C536530",0,1,Inf,0.231685944619702,0.977928703746417
"Vipoma",0,1,0,NA,18.1509602240785,0.101755986335223,1,0.204859927613576,3,"MESH:D003969",0,1,Inf,0.231685944619702,0.848911649824349
"Wolff-Parkinson-White Syndrome",0,1,0,NA,4.53984137152478,0.23533425517217,1,0.36425028873386,6,"MESH:D014927",0,1,3.31790667183072,0.409755927300757,0.635374653279614
"Acidosis, Lactic",0.965970831632799,1,8,1,1.35017906713057,0.301719389074173,12,0.435295299654394,231,"MESH:D000140",0.677079925685729,0.391360093623873,0.994762624844456,1,0.907601064980446
"Acidosis, Renal Tubular",0,1,0,NA,3.63174841005478,0.275296625296396,1,0.404614636602773,11,"MESH:D000141",0,1,Inf,0.231685944619702,0.813468797970672
"Adenoma, Oxyphilic",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:D018249",0,1,Inf,0.231685944619702,0.955872295606887
"Ageusia",0,1,0,NA,1.29628867069002,0.553035665202991,1,0.658991096386742,24,"MESH:D000370",0,1,1.65875727747418,0.546603114973212,0.869172938969977
"Amblyopia",0,1,0,NA,9.0799586006692,0.148688188772404,1,0.261036062905081,6,"MESH:D000550",0,1,1.65875727747418,0.546603114973212,0.848224730183872
"Amnesia, Anterograde",0,1,0,NA,2.59375946082263,0.349073579690175,1,0.477285591533483,8,"MESH:D020324",0,1,Inf,0.231685944619702,0.576336374691517
"Amnesia, Retrograde",1.00266653279994,1,1,1,1.91238070097412,0.300791268386592,2,0.434570954326238,25,"MESH:D000648",0.936714222483623,1,2.21376182108399,0.328576429179753,0.463781572341182
"Amyloidosis",0,1,0,NA,9.0799586006692,0.148688188772404,1,0.261036062905081,3,"MESH:D000686",0,1,Inf,0.231685944619702,0.971377701739466
"Anemia, Macrocytic",0.941420243117644,1,7,1,0.597697817189315,0.361807969944593,5,0.492058839124646,199,"MESH:D000748",0.903375408951719,1,0.531444425428879,0.233870577610428,0.668845170952086
"Aneurysm",0,1,0,NA,2.59375946082263,0.349073579690175,1,0.477285591533483,11,"MESH:D000783",0,1,1.65875727747418,0.546603114973212,0.981575155091508
"Aneurysm, Ruptured",0.954844471191962,1,1,1,2.87266343863675,0.104641197398727,3,0.209282394797453,29,"MESH:D017542",0.749073313908822,1,3.3249467764905,0.14133911858959,0.984853045027826
"Angina, Unstable",0.626053641022257,1,1,1,2.51121638531504,0.0912466260493542,4,0.203213009978911,40,"MESH:D000789",0.467610655497228,0.694491870549595,2.66189408522592,0.225823125806483,0.997711119892594
"Apraxias",0,1,0,NA,1.81531364026104,0.445916630152334,1,0.5657151278052,11,"MESH:D001072",0,1,3.31790667183072,0.409755927300757,0.650441814831476
"Arterial Occlusive Diseases",0.500512048366632,1,1,1,1.43418490033578,0.47310338320855,3,0.588560387896025,53,"MESH:D001157",0.266507006144672,0.218539394066596,0.828321933563374,1,0.628209666791536
"Asthenia",0.982860877145122,1,5,1,1.27281533602912,0.509044270381844,7,0.618125185463668,155,"MESH:D001247",1.17236756713371,0.788019741958198,1.66479922139324,0.29771242598982,0.899699214639294
"Bacteremia",0,1,0,NA,9.0799586006692,0.148688188772404,1,0.261036062905081,3,"MESH:D016470",0,1,3.31790667183072,0.409755927300757,0.784309929359924
"Blindness, Cortical",0.817292240111885,1,4,1,0.738926471360019,0.82136158818622,4,0.883743480959857,136,"MESH:D019575",0.831617695593993,1,0.735409174996095,0.800092774062805,0.941445259851403
"Blood Platelet Disorders",0,1,0,NA,2.79617782680455,0.183053082174749,2,0.308109148214924,24,"MESH:D001791",0,0.585268051182681,3.32142141247299,0.231134334970374,0.956461149510594
"Brain Diseases, Metabolic",0,1,0,NA,2.26948357700834,0.383099863899317,1,0.5074829365939,13,"MESH:D001928",0,1,3.31790667183072,0.409755927300757,0.88928039712142
"Branchio-Oto-Renal Syndrome",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,3,"MESH:D019280",0,1,Inf,0.231685944619702,0.95184968553354
"Bronchitis",0.526941921894687,1,1,1,0.47665506194105,0.721822310001362,1,0.798406116116114,62,"MESH:D001991",0.623986664832877,1,0.552135055257471,1,0.925219688364092
"Cadmium Poisoning",0.667900618680662,1,1,1,0,0.407907882730904,0,NA,40,"MESH:D002105",0.623986664832877,1,0,0.364039927921011,0.910352120160422
"Capillary Leak Syndrome",0.667345548670497,1,2,1,0.603549645708339,0.772015157209516,2,0.841298568753959,85,"MESH:D019559",0.680312927292697,1,0.601846727682717,0.744470221297613,0.873034580361079
"Carcinogenesis",0,1,0,NA,9.0799586006692,0.148688188772404,1,0.261036062905081,5,"MESH:D063646",0,1,Inf,0.231685944619702,0.72684670831949
"Cardiac Output, Low",0,1,0,NA,6.82662318979194,0.0170887642750562,3,0.0531418889041383,18,"MESH:D002303",0,0.585268051182681,9.97738316008483,0.0409887689412697,0.988918922446806
"Cardiotoxicity",0.526941921894687,1,1,1,0,0.267517130200675,0,NA,58,"MESH:D066126",0.467610655497228,0.694491870549595,0,0.128723639616193,0.187020138364232
"Cataract, congenital, with microcornea or slight microphthalmia",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:C535338",0,1,Inf,0.231685944619702,0.953471279555541
"Cayler cardiofacial syndrome",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:C535349",0,1,Inf,0.231685944619702,0.95184968553354
"Central Nervous System Neoplasms",1.00266653279994,1,1,1,0,0.624580652012313,0,NA,30,"MESH:D016543",1.87445808499961,0.508325268664992,0,1,0.146102567179581
"Cerebellar Ataxia",0.770525000699672,1,2,1,2.27920200530551,0.0613633181923031,6,0.149025201324165,71,"MESH:D002524",0.93660799995498,1,5.00708112759599,0.0133545624976589,0.864197522484095
"Ceroid lipofuscinosis, neuronal 1, infantile",0,1,0,NA,2.26948357700834,0.383099863899317,1,0.5074829365939,10,"MESH:C537948",0,1,1.65875727747418,0.546603114973212,0.905307476447339
"Ceroid Lipofuscinosis, Neuronal, 6",0,1,0,NA,1.51254471877094,0.502345673111346,1,0.61071821999234,14,"MESH:C566627",0,0.585268051182681,1.10553191677488,1,0.934184554425062
"Chills",0,1,0,NA,2.59617519095274,0.202374850239207,2,0.326101654413889,24,"MESH:D023341",0,1,6.6437773936892,0.136061551955823,0.954128005710409
"Cholelithiasis",1.00267993107294,1,4,1,0.906550319828701,1,4,1,137,"MESH:D002769",1.07105377259429,1,0.947207772432426,1,0.76378954971229
"Chronic Periodontitis",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:D055113",0,1,Inf,0.231685944619702,0.941821350503466
"Colitis, Ulcerative",0.801478536694576,1,2,1,1.11123982885072,0.752282164212308,3,0.824197430178899,103,"MESH:D003093",0.623359277836829,0.74716775726693,0.904010640978644,1,0.781674587591803
"Coloboma",0,1,0,NA,3.63174841005478,0.275296625296396,1,0.404614636602773,7,"MESH:D003103",0,1,3.31790667183072,0.409755927300757,0.894001317359776
"Congenital Hypothyroidism",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,4,"MESH:D003409",0,1,Inf,0.231685944619702,0.945332064849993
"Corneal Diseases",0,1,0,NA,4.04018427960027,0.109683932592468,2,0.215979944487098,16,"MESH:D003316",0,1,6.6437773936892,0.136061551955823,0.97356330211409
"Corneal Opacity",0,1,0,NA,36.3559402591618,0.0078915814609203,2,0.0278526404503069,3,"MESH:D003318",0,1,Inf,0.0536159619386409,0.971972450718487
"Coronary Occlusion",0,1,0,NA,4.04018427960027,0.109683932592468,2,0.215979944487098,12,"MESH:D054059",0,1,Inf,0.0536159619386409,0.939466080950839
"Cryopyrin-Associated Periodic Syndromes",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:D056587",0,1,Inf,0.231685944619702,0.954370546043971
"Currarino triad",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:C536221",0,1,Inf,0.231685944619702,0.946949527126039
"Cysts",0.607032244247766,1,1,1,1.1342816137697,0.697546913358962,2,0.778444038978272,47,"MESH:D003560",0.749073313908822,1,1.65975684979284,0.627567967662474,0.718038077595893
"Deafness",0.817902790867369,1,2,1,1.1344856965793,0.748666730544084,3,0.822888001244575,77,"MESH:D003638",0.680312927292697,1,0.99483429317087,1,0.406125416589201
"Deafness, Autosomal Recessive 12",0,1,0,NA,Inf,0.0522405753576159,1,0.131244795233419,2,"MESH:C563327",0,1,Inf,0.231685944619702,0.954001966632952
"Deficiency Diseases",0,1,0,NA,9.0799586006692,0.148688188772404,1,0.261036062905081,3,"MESH:D003677",0,1,Inf,0.231685944619702,0.431754306801982
"Delayed Emergence from Anesthesia",0,1,0,NA,9.0799586006692,0.148688188772404,1,0.261036062905081,3,"MESH:D055191",0,1,3.31790667183072,0.409755927300757,0.980608020498111
"Dermatitis, Allergic Contact",1.00268442714224,1,5,1,2.14192349006471,0.0245300041481028,11,0.0718982880203014,157,"MESH:D017449",0.718330943654051,0.65871411302757,1.83734821684534,0.130894178629466,0.894294286433062
